episode,return,length,timesteps
1652,-0.021596742793917656,56,337790
1653,-0.004590366035699844,75,337865
1654,-0.014342045411467552,96,337961
1655,-0.006376571953296661,71,338032
1656,-4.960895538330078,418,338450
1657,-0.014688372611999512,88,338538
1658,-0.02667616493999958,56,338594
1659,-0.04316600412130356,179,338773
1660,-0.01377570629119873,52,338825
1661,-0.04364948719739914,56,338881
1662,-0.04361611232161522,52,338933
1663,-0.006673432886600494,52,338985
1664,-0.04371336102485657,48,339033
1665,-0.01558527909219265,132,339165
1666,-0.04367026686668396,57,339222
1667,-0.03432904928922653,388,339610
1668,-0.04396890476346016,69,339679
1669,-4.920557498931885,434,340113
1670,-0.03728737682104111,127,340240
1671,-6.510758399963379,447,340687
1672,-0.04281153902411461,66,340753
1673,-0.0437915101647377,59,340812
1674,-16.536169052124023,997,341809
1675,-5.327540397644043,435,342244
1676,-0.010045502334833145,80,342324
1677,0.010342244058847427,121,342445
1678,-0.01857178471982479,60,342505
1679,-0.010144907981157303,100,342605
1680,-0.01933775283396244,62,342667
1681,-0.04448067396879196,83,342750
1682,-12.614216804504395,825,343575
1683,-0.04435914009809494,158,343733
1684,-0.020770156756043434,59,343792
1685,-0.0014049820601940155,71,343863
1686,0.00014489516615867615,74,343937
1687,-6.7635297775268555,455,344392
1688,-0.19151656329631805,292,344684
1689,-0.044178836047649384,71,344755
1690,-4.7683916091918945,518,345273
1691,-0.009877964854240417,75,345348
1692,-0.025575043633580208,62,345410
1693,-0.02055690996348858,79,345489
1694,-0.01154417172074318,55,345544
1695,-3.1589508056640625,429,345973
1696,-13.146763801574707,799,346772
1697,-0.043824054300785065,45,346817
1698,-0.047749780118465424,338,347155
1699,-0.3706146776676178,294,347449
1700,-0.03894463926553726,66,347515
1701,-0.01977371796965599,67,347582
1702,-14.795473098754883,810,348392
1703,-0.044060785323381424,61,348453
1704,-0.043766554445028305,56,348509
1705,-0.04611608386039734,138,348647
1706,-0.04427623376250267,80,348727
1707,-8.574479103088379,516,349243
1708,-0.016806304454803467,68,349311
1709,-0.013899527490139008,53,349364
1710,0.023539558053016663,118,349482
1711,-0.011236574500799179,57,349539
1712,-0.04386729374527931,48,349587
1713,-0.02204415388405323,109,349696
1714,-0.01686660200357437,105,349801
1715,-0.018462590873241425,92,349893
1716,-0.044040780514478683,79,349972
1717,-2.707308292388916,458,350430
1718,-0.0442911833524704,78,350508
1719,-0.014570841565728188,84,350592
1720,-0.011968182399868965,67,350659
1721,-0.04435942694544792,104,350763
1722,0.07666908949613571,163,350926
1723,-0.01645553857088089,177,351103
1724,-0.02492760494351387,85,351188
1725,-0.04455648735165596,140,351328
1726,-0.028060320764780045,136,351464
1727,-0.018722835928201675,76,351540
1728,-14.138927459716797,733,352273
1729,-0.029857899993658066,60,352333
1730,-0.005086399614810944,108,352441
1731,-0.009216394275426865,80,352521
1732,-0.006046712398529053,84,352605
1733,-0.01741485483944416,69,352674
1734,-0.02220364660024643,60,352734
1735,-0.04444186016917229,89,352823
1736,-15.00505256652832,736,353559
1737,-0.043828871101140976,60,353619
1738,-0.021920163184404373,55,353674
1739,-0.034742601215839386,145,353819
1740,-0.021933503448963165,62,353881
1741,-0.04390356317162514,60,353941
1742,-0.0215282142162323,55,353996
1743,-0.044109638780355453,59,354055
1744,-0.04385073482990265,49,354104
1745,-2.2185730934143066,349,354453
1746,-0.005430757999420166,61,354514
1747,-13.518012046813965,710,355224
1748,-0.01127442717552185,110,355334
1749,0.0025004036724567413,77,355411
1750,-0.04615618288516998,143,355554
1751,-0.04400341585278511,61,355615
1752,-0.04079343006014824,52,355667
1753,-0.04472440481185913,189,355856
1754,0.02618236467242241,303,356159
1755,-0.020920518785715103,53,356212
1756,-0.04420449957251549,79,356291
1757,-0.006289325654506683,63,356354
1758,-0.04379281401634216,57,356411
1759,-0.04395366460084915,50,356461
1760,0.020058270543813705,172,356633
1761,0.18263861536979675,336,356969
1762,-0.018059490248560905,78,357047
1763,-0.016541915014386177,95,357142
1764,0.04599472135305405,130,357272
1765,-0.006938613951206207,82,357354
1766,-0.007758397608995438,62,357416
1767,-0.04282813146710396,93,357509
1768,-0.043830130249261856,47,357556
1769,-0.0076652951538562775,132,357688
1770,-0.020975947380065918,72,357760
1771,-0.04406420513987541,65,357825
1772,-0.01313612051308155,81,357906
1773,0.003504198044538498,68,357974
1774,-0.037088051438331604,60,358034
1775,-4.593019485473633,411,358445
1776,-0.04395773261785507,57,358502
1777,-0.009676314890384674,55,358557
1778,-0.014426615089178085,57,358614
1779,-0.005859900265932083,84,358698
1780,-0.020372582599520683,68,358766
1781,-0.008143395185470581,57,358823
1782,-0.011214081197977066,59,358882
1783,-0.011446654796600342,76,358958
1784,-0.04505063220858574,125,359083
1785,-0.04478450119495392,113,359196
1786,-0.024312874302268028,54,359250
1787,-0.04408580809831619,57,359307
1788,-0.00889107957482338,86,359393
1789,-0.04528781771659851,129,359522
1790,-0.017350858077406883,51,359573
1791,-0.04458492249250412,90,359663
1792,-0.00939100980758667,54,359717
1793,-0.004665974527597427,91,359808
1794,-0.044118646532297134,62,359870
1795,-0.007016807794570923,57,359927
1796,-0.044163938611745834,121,360048
1797,-0.0439583994448185,52,360100
1798,-0.044028282165527344,58,360158
1799,-0.044613663107156754,93,360251
1800,-0.004465963691473007,70,360321
1801,-0.0440535806119442,64,360385
1802,-0.03434529900550842,103,360488
1803,-0.014477565884590149,57,360545
1804,-0.008234970271587372,94,360639
1805,-0.04607200250029564,151,360790
1806,0.0038863494992256165,167,360957
1807,-0.028849482536315918,59,361016
1808,0.0008400306105613708,118,361134
1809,-0.04473910480737686,141,361275
1810,-0.013927152380347252,50,361325
1811,-0.006141625344753265,107,361432
1812,-0.012231826782226562,71,361503
1813,-0.044074516743421555,72,361575
1814,-15.601276397705078,798,362373
1815,-0.0009157992899417877,87,362460
1816,0.005145028233528137,75,362535
1817,0.18323957920074463,345,362880
1818,-10.100930213928223,554,363434
1819,-0.04029699042439461,139,363573
1820,-0.015933148562908173,65,363638
1821,-5.721643924713135,447,364085
1822,-0.02213514968752861,64,364149
1823,0.003567863255739212,79,364228
1824,-0.007323630154132843,59,364287
1825,-0.04455827176570892,157,364444
1826,-0.002757146954536438,82,364526
1827,-0.03091413341462612,132,364658
1828,-0.022245388478040695,148,364806
1829,-14.681947708129883,831,365637
1830,0.0002704225480556488,64,365701
1831,-0.047109898179769516,304,366005
1832,-5.648329734802246,449,366454
1833,-0.0018548034131526947,92,366546
1834,-0.04414576664566994,69,366615
1835,-0.004056826233863831,91,366706
1836,-0.009937778115272522,97,366803
1837,-0.04427972808480263,80,366883
1838,-0.04521486163139343,163,367046
1839,-0.044319480657577515,73,367119
1840,-0.015096716582775116,58,367177
1841,-0.03994261473417282,165,367342
1842,-0.007284913212060928,85,367427
1843,-0.029419904574751854,63,367490
1844,-0.04475505277514458,122,367612
1845,-16.407930374145508,799,368411
1846,-18.128498077392578,930,369341
1847,-0.014844980090856552,67,369408
1848,-0.04266166314482689,43,369451
1849,-0.044204603880643845,62,369513
1850,-0.006607659161090851,76,369589
1851,-5.010258197784424,433,370022
1852,-0.011330552399158478,57,370079
1853,-0.013997895643115044,45,370124
1854,-0.015293680131435394,54,370178
1855,-0.04401497170329094,53,370231
1856,-0.043884437531232834,45,370276
1857,-0.009829491376876831,75,370351
1858,-16.745317459106445,890,371241
1859,-2.7543671131134033,458,371699
1860,-0.04389467462897301,46,371745
1861,-0.004821646958589554,58,371803
1862,-0.010164670646190643,49,371852
1863,-0.008703108876943588,62,371914
1864,0.004834357649087906,109,372023
1865,-0.014251891523599625,64,372087
1866,-0.044383320957422256,77,372164
1867,-0.02893669903278351,52,372216
1868,-0.04442764073610306,73,372289
1869,-0.04265257343649864,111,372400
1870,-6.7803635597229,511,372911
1871,0.019086025655269623,91,373002
1872,-0.044022075831890106,53,373055
1873,-19.07568359375,932,373987
1874,-0.04481619596481323,110,374097
1875,-0.01275862380862236,53,374150
1876,-1.6089184284210205,354,374504
1877,0.035792019218206406,130,374634
1878,-0.016782013699412346,73,374707
1879,0.01433417946100235,135,374842
1880,0.0014667920768260956,84,374926
1881,-0.012081662192940712,65,374991
1882,0.0705573558807373,194,375185
1883,-0.04346979409456253,152,375337
1884,-0.02241392433643341,87,375424
1885,-13.33201789855957,719,376143
1886,-0.03827150911092758,66,376209
1887,-0.02586289308965206,75,376284
1888,-0.009322889149188995,72,376356
1889,-0.044347308576107025,74,376430
1890,0.02810748666524887,134,376564
1891,-0.044097211211919785,63,376627
1892,-1.4230073690414429,379,377006
1893,-0.010378234088420868,86,377092
1894,-0.04503192380070686,95,377187
1895,0.018498700112104416,98,377285
1896,0.005238335579633713,125,377410
1897,-0.044113848358392715,56,377466
1898,-18.146759033203125,922,378388
1899,-0.008306652307510376,65,378453
1900,0.04396757483482361,121,378574
1901,-0.04422320798039436,65,378639
1902,0.07831598818302155,157,378796
1903,-19.08564567565918,969,379765
1904,-0.044319041073322296,71,379836
1905,-0.012381836771965027,56,379892
1906,-0.019512774422764778,73,379965
1907,-0.021969018504023552,54,380019
1908,-0.04409255459904671,53,380072
1909,-0.04528675973415375,93,380165
1910,-0.04447817802429199,93,380258
1911,-0.018704934045672417,70,380328
1912,0.35515889525413513,349,380677
1913,-6.038708686828613,420,381097
1914,-0.01018916442990303,67,381164
1915,-3.3550939559936523,414,381578
1916,-0.044243451207876205,146,381724
1917,-0.015610631555318832,55,381779
1918,-0.020563289523124695,80,381859
1919,-4.171629905700684,421,382280
1920,-0.04058653116226196,48,382328
1921,-0.04408975690603256,50,382378
1922,-0.014213243499398232,74,382452
1923,-0.013328533619642258,70,382522
1924,-0.044690683484077454,146,382668
1925,0.05507732555270195,157,382825
1926,0.007395289838314056,97,382922
1927,-0.013902267441153526,82,383004
1928,-0.04423115774989128,58,383062
1929,-15.544641494750977,786,383848
1930,-0.04413573443889618,56,383904
1931,-0.03829390928149223,54,383958
1932,-0.020595094189047813,366,384324
1933,-0.04544968158006668,168,384492
1934,-0.044383689761161804,63,384555
1935,-2.2954459190368652,539,385094
1936,-0.01344802975654602,59,385153
1937,0.011197566986083984,121,385274
1938,-0.03131615370512009,54,385328
1939,-0.0029106400907039642,100,385428
1940,-0.04410073161125183,50,385478
1941,-0.020286692306399345,68,385546
1942,-0.016421573236584663,56,385602
1943,0.03168187662959099,142,385744
1944,-0.02218850515782833,76,385820
1945,-0.044669974595308304,82,385902
1946,-0.009448423981666565,111,386013
1947,-0.026522034779191017,61,386074
1948,-0.004666432738304138,83,386157
1949,0.05662059411406517,153,386310
1950,-0.04470935836434364,77,386387
1951,-5.529993057250977,462,386849
1952,0.02502521127462387,120,386969
1953,-0.04486213997006416,143,387112
1954,-0.016788117587566376,52,387164
1955,-4.247284412384033,423,387587
1956,0.048970650881528854,155,387742
1957,-0.04549657180905342,117,387859
1958,-16.40118980407715,860,388719
1959,0.1329623907804489,147,388866
1960,-0.007568005472421646,92,388958
1961,0.032458577305078506,113,389071
1962,-0.04551710560917854,92,389163
1963,-0.013195313513278961,74,389237
1964,-36.283084869384766,1768,391005
1965,-0.0445932112634182,76,391081
1966,-0.04805339127779007,322,391403
1967,0.021883446723222733,99,391502
1968,-0.04430270940065384,73,391575
1969,0.017773907631635666,99,391674
1970,-0.017685532569885254,156,391830
1971,-0.04540162533521652,105,391935
1972,-0.021601175889372826,65,392000
1973,-0.04031156748533249,62,392062
1974,0.07259610295295715,147,392209
1975,-0.021948782727122307,53,392262
1976,-0.0126221664249897,52,392314
1977,0.097613126039505,157,392471
1978,0.0986618846654892,148,392619
1979,-0.04457201436161995,68,392687
1980,-0.04459654912352562,117,392804
1981,0.24011242389678955,321,393125
1982,-0.9013575911521912,416,393541
1983,-0.15940368175506592,313,393854
1984,0.04375903308391571,126,393980
1985,0.018207073211669922,121,394101
1986,0.031612418591976166,120,394221
1987,0.0019814856350421906,85,394306
1988,-0.11903901398181915,144,394450
1989,0.0009770579636096954,77,394527
1990,0.0030465200543403625,109,394636
1991,-0.02821391075849533,85,394721
1992,0.020628180354833603,97,394818
1993,-0.010979924350976944,71,394889
1994,0.03136136755347252,149,395038
1995,-0.012611651793122292,65,395103
1996,-0.013930873945355415,71,395174
1997,-0.04529736563563347,92,395266
1998,-0.007505923509597778,85,395351
1999,-0.01733548194169998,83,395434
2000,-6.105798721313477,420,395854
2001,-0.04753921553492546,227,396081
2002,-0.04518312215805054,90,396171
2003,0.04761538282036781,117,396288
2004,-0.04575700685381889,142,396430
2005,-0.00947573408484459,137,396567
2006,0.004515830427408218,92,396659
2007,-0.0019524767994880676,80,396739
2008,-0.04571996629238129,118,396857
2009,0.022914405912160873,112,396969
2010,-0.014424456283450127,119,397088
2011,0.10053227841854095,298,397386
2012,-0.011275477707386017,52,397438
2013,0.03410546854138374,116,397554
2014,0.03195805102586746,106,397660
2015,-0.009661611169576645,122,397782
2016,0.008120395243167877,89,397871
2017,-0.04576835781335831,105,397976
2018,0.0006493851542472839,76,398052
2019,0.024747788906097412,133,398185
2020,-0.02050013653934002,59,398244
2021,-0.044438887387514114,62,398306
2022,0.03829234465956688,143,398449
2023,-0.04198066145181656,69,398518
2024,2.3331493139266968e-05,86,398604
2025,-0.04428556188941002,57,398661
2026,-0.03913179785013199,83,398744
2027,-0.044568225741386414,70,398814
2028,0.010475389659404755,97,398911
2029,0.0062450990080833435,75,398986
2030,-0.04579049348831177,116,399102
2031,-0.044764384627342224,75,399177
2032,-0.0430792011320591,94,399271
2033,0.010306201875209808,98,399369
2034,-7.495019912719727,622,399991
2035,0.012969914823770523,129,400120
2036,-16.34957504272461,901,401021
2037,-0.044230300933122635,165,401186
2038,0.0002695620059967041,137,401323
2039,0.07326380908489227,127,401450
2040,0.17386920750141144,304,401754
2041,0.1000048816204071,148,401902
2042,-0.028395473957061768,93,401995
2043,0.01700873300433159,97,402092
2044,0.09895206987857819,142,402234
2045,0.0012314505875110626,102,402336
2046,-0.04428170993924141,128,402464
2047,0.0325758121907711,139,402603
2048,-0.013206474483013153,184,402787
2049,-1.9112317562103271,349,403136
2050,0.13614565134048462,254,403390
2051,-0.012705136090517044,70,403460
2052,-2.0115551948547363,463,403923
2053,0.015359301120042801,104,404027
2054,-10.939258575439453,708,404735
2055,0.015326134860515594,96,404831
2056,-0.016379615291953087,119,404950
2057,-0.043448761105537415,72,405022
2058,-0.007958445698022842,86,405108
2059,-13.021663665771484,869,405977
2060,0.004322461783885956,84,406061
2061,-0.04501781240105629,97,406158
2062,-0.04497670754790306,125,406283
2063,-0.00740453228354454,127,406410
2064,-0.7208811044692993,351,406761
2065,-0.03496474027633667,111,406872
2066,-0.045214198529720306,99,406971
2067,-0.044948235154151917,93,407064
2068,-0.03363857418298721,77,407141
2069,-0.009904693812131882,123,407264
2070,-0.04473588988184929,79,407343
2071,-0.044591981917619705,68,407411
2072,-0.0046543218195438385,89,407500
2073,-0.04479347541928291,90,407590
2074,0.003655746579170227,67,407657
2075,-0.04454421252012253,61,407718
2076,-7.3027663230896,540,408258
2077,-0.04029093310236931,100,408358
2078,-0.045763593167066574,120,408478
2079,-0.045097582042217255,84,408562
2080,0.06330282986164093,134,408696
2081,0.06744901090860367,137,408833
2082,-0.044838547706604004,73,408906
2083,-0.00843736156821251,73,408979
2084,0.04562351480126381,113,409092
2085,-0.014018703252077103,108,409200
2086,0.00040739402174949646,78,409278
2087,-0.04550894349813461,161,409439
2088,0.006529577076435089,76,409515
2089,0.004084121435880661,91,409606
2090,0.05717445909976959,121,409727
2091,0.04518203064799309,139,409866
2092,-0.008967388421297073,102,409968
2093,-0.0008175782859325409,77,410045
2094,-12.61583137512207,843,410888
2095,-0.02195809967815876,52,410940
2096,0.27644383907318115,293,411233
2097,-2.9238414764404297,409,411642
2098,-0.7824105620384216,260,411902
2099,-0.044929929077625275,88,411990
2100,-0.04634711891412735,126,412116
2101,-0.00545993447303772,97,412213
2102,0.05170812830328941,121,412334
2103,-0.008816879242658615,125,412459
2104,0.07526437938213348,135,412594
2105,-0.00759071484208107,67,412661
2106,0.1065845787525177,411,413072
2107,0.025500375777482986,109,413181
2108,0.0065950676798820496,119,413300
2109,-0.004013977944850922,56,413356
2110,0.002003878355026245,77,413433
2111,-0.044755514711141586,101,413534
2112,0.030362766236066818,117,413651
2113,-0.044732384383678436,90,413741
2114,-0.01911059394478798,52,413793
2115,-0.04552000015974045,112,413905
2116,-0.0222774650901556,64,413969
2117,-0.04519733041524887,124,414093
2118,-1.4857834577560425,357,414450
2119,-0.04101494699716568,155,414605
2120,-0.04489460587501526,81,414686
2121,0.0029141977429389954,91,414777
2122,-0.014963610097765923,68,414845
2123,0.03493557870388031,115,414960
2124,0.05833335220813751,129,415089
2125,-17.320491790771484,980,416069
2126,-0.02336171828210354,115,416184
2127,-0.001687362790107727,92,416276
2128,-9.89004135131836,685,416961
2129,-8.993409156799316,682,417643
2130,-0.0031624771654605865,100,417743
2131,-19.264062881469727,1052,418795
2132,-0.04697773978114128,210,419005
2133,-0.007024258375167847,71,419076
2134,-0.01313159428536892,65,419141
2135,-0.014605443924665451,86,419227
2136,-0.044929441064596176,118,419345
2137,-0.019646605476737022,101,419446
2138,0.02873915806412697,103,419549
2139,-0.013783149421215057,78,419627
2140,0.09855599701404572,229,419856
2141,-0.007610108703374863,69,419925
2142,-0.017219040542840958,55,419980
2143,-0.04524232819676399,91,420071
2144,-0.00968410074710846,74,420145
2145,0.013412203639745712,119,420264
2146,-14.869232177734375,905,421169
2147,-0.044827211648225784,68,421237
2148,-0.04703257977962494,239,421476
2149,0.019141070544719696,101,421577
2150,-0.013658339157700539,78,421655
2151,-0.045294202864170074,216,421871
2152,0.01170063391327858,92,421963
2153,-13.143845558166504,748,422711
2154,-15.372657775878906,870,423581
2155,-13.414098739624023,728,424309
2156,0.03257432579994202,124,424433
2157,0.004072427749633789,78,424511
2158,0.0032399147748947144,97,424608
2159,-17.455442428588867,892,425500
2160,-0.021651776507496834,52,425552
2161,-0.04421189799904823,52,425604
2162,-0.04457469284534454,63,425667
2163,-0.04448787122964859,64,425731
2164,-0.0445803664624691,55,425786
2165,-0.007269900292158127,122,425908
2166,-0.012214016169309616,80,425988
2167,-0.04465151205658913,66,426054
2168,-17.06003761291504,856,426910
2169,0.019259512424468994,95,427005
2170,-0.0454101487994194,101,427106
2171,-0.019983822479844093,55,427161
2172,-0.014076916500926018,82,427243
2173,-0.014820076525211334,58,427301
2174,0.014911532402038574,93,427394
2175,0.025781620293855667,113,427507
2176,-0.0038897432386875153,67,427574
2177,-18.68714141845703,905,428479
2178,-0.006365582346916199,73,428552
2179,0.05043448135256767,118,428670
2180,-0.03282908350229263,57,428727
2181,0.053403373807668686,121,428848
2182,-0.0017446056008338928,77,428925
2183,-0.04482981562614441,87,429012
2184,-0.04481983929872513,94,429106
2185,-0.03783953934907913,138,429244
2186,-0.04471149668097496,68,429312
2187,-0.012488003820180893,71,429383
2188,-0.036170829087495804,94,429477
2189,-0.039568159729242325,117,429594
2190,0.035982005298137665,119,429713
2191,-13.563763618469238,742,430455
2192,-0.009977731853723526,66,430521
2193,-0.02470603957772255,122,430643
2194,0.030236028134822845,110,430753
2195,0.04477778822183609,120,430873
2196,-13.636990547180176,735,431608
2197,-0.04608427360653877,220,431828
2198,-0.04245876893401146,112,431940
2199,-0.04453687369823456,66,432006
2200,-0.044463012367486954,114,432120
2201,-0.00024082884192466736,71,432191
2202,-0.01920083351433277,121,432312
2203,0.0005700848996639252,124,432436
2204,0.06666158139705658,133,432569
2205,-0.009126000106334686,91,432660
2206,-0.045127853751182556,166,432826
2207,0.003130849450826645,93,432919
2208,0.06703932583332062,124,433043
2209,-0.023269593715667725,84,433127
2210,-0.045038118958473206,100,433227
2211,-0.044340383261442184,61,433288
2212,0.01471833884716034,111,433399
2213,0.045000817626714706,124,433523
2214,0.008583419024944305,106,433629
2215,0.0005645379424095154,83,433712
2216,-0.017839379608631134,55,433767
2217,-0.011155404150485992,72,433839
2218,0.020157836377620697,134,433973
2219,-0.044487763196229935,57,434030
2220,-0.04442203789949417,60,434090
2221,-0.02177937887609005,56,434146
2222,0.03400230035185814,126,434272
2223,-0.04199949651956558,95,434367
2224,-0.045361828058958054,165,434532
2225,-0.046058326959609985,169,434701
2226,-0.04520413652062416,170,434871
2227,-0.04492514953017235,87,434958
2228,0.006720215082168579,408,435366
2229,-0.04573392868041992,104,435470
2230,0.0050790682435035706,69,435539
2231,0.009686309844255447,134,435673
2232,-0.04519565403461456,133,435806
2233,-9.180378913879395,674,436480
2234,-12.12159538269043,790,437270
2235,-0.018837979063391685,61,437331
2236,0.03638412058353424,157,437488
2237,0.06451793015003204,132,437620
2238,0.026887018233537674,117,437737
2239,-0.044822998344898224,71,437808
2240,0.007011499255895615,80,437888
2241,-7.3741230964660645,657,438545
2242,-0.0053168609738349915,70,438615
2243,-7.195952892303467,440,439055
2244,-0.02767306938767433,299,439354
2245,0.012117195874452591,99,439453
2246,0.07473017275333405,131,439584
2247,-0.012180492281913757,50,439634
2248,0.03347064554691315,112,439746
2249,-0.04489726573228836,75,439821
2250,-0.04549530893564224,110,439931
2251,-1.8828080892562866,452,440383
2252,0.033380139619112015,109,440492
2253,-0.44933950901031494,148,440640
2254,-0.04654521867632866,160,440800
2255,0.006643705070018768,83,440883
2256,0.11146187037229538,137,441020
2257,-0.03242511302232742,71,441091
2258,-0.018946083262562752,199,441290
2259,0.008028976619243622,96,441386
2260,-0.01199021190404892,70,441456
2261,0.05397902429103851,133,441589
2262,-0.012065459042787552,86,441675
2263,-0.04463990405201912,59,441734
2264,0.00338929146528244,68,441802
2265,-0.04538850486278534,86,441888
2266,-0.04512814059853554,90,441978
2267,-0.0049139708280563354,83,442061
2268,-9.439223289489746,666,442727
2269,-0.04440964758396149,48,442775
2270,-0.5961829423904419,326,443101
2271,0.007096040993928909,152,443253
2272,-0.020742522552609444,125,443378
2273,-0.04700608178973198,312,443690
2274,-0.04489311948418617,84,443774
2275,-0.044456738978624344,115,443889
2276,-0.008516468107700348,59,443948
2277,-0.044389016926288605,120,444068
2278,-0.014216138049960136,55,444123
2279,0.0475706085562706,148,444271
2280,-3.4803097248077393,378,444649
2281,0.068278968334198,134,444783
2282,-0.040521614253520966,69,444852
2283,-0.01111777126789093,61,444913
2284,0.1479525864124298,196,445109
2285,0.018870506435632706,97,445206
2286,-0.0032434500753879547,231,445437
2287,-19.521106719970703,960,446397
2288,0.0108557790517807,102,446499
2289,-0.04442805424332619,47,446546
2290,-0.00016117095947265625,106,446652
2291,0.003069799393415451,111,446763
2292,-0.016140112653374672,151,446914
2293,-0.04452533274888992,46,446960
2294,-15.69174575805664,855,447815
2295,-0.01436857134103775,64,447879
2296,-0.012910222634673119,50,447929
2297,0.012515787035226822,93,448022
2298,-0.044563695788383484,57,448079
2299,-0.04646989330649376,121,448200
2300,-0.010255519300699234,56,448256
2301,-0.007084444165229797,58,448314
2302,-0.04516536369919777,119,448433
2303,0.10960687696933746,132,448565
2304,-0.044613227248191833,54,448619
2305,-1.5479897260665894,410,449029
2306,-0.014712018892168999,52,449081
2307,-0.0068178437650203705,71,449152
2308,-0.028449567034840584,54,449206
2309,-0.044594429433345795,56,449262
2310,-0.016597960144281387,60,449322
2311,-0.007762867957353592,71,449393
2312,0.06887589395046234,153,449546
2313,-0.0451304167509079,70,449616
2314,-10.481475830078125,568,450184
2315,0.08908559381961823,133,450317
2316,-0.0077742114663124084,59,450376
2317,0.003948859870433807,80,450456
2318,-15.778308868408203,801,451257
2319,-10.891322135925293,616,451873
2320,-1.7452027797698975,356,452229
2321,-0.0026323646306991577,65,452294
2322,0.111419178545475,135,452429
2323,0.0456029437482357,118,452547
2324,-0.04442068934440613,55,452602
2325,-0.0447859987616539,62,452664
2326,-0.01993478834629059,108,452772
2327,-0.010894950479269028,52,452824
2328,-0.010725993663072586,71,452895
2329,0.1198180764913559,319,453214
2330,-0.0014779753983020782,83,453297
2331,0.08074791729450226,126,453423
2332,-0.045161765068769455,105,453528
2333,0.02111203968524933,101,453629
2334,-0.01121314987540245,49,453678
2335,-7.641111850738525,490,454168
2336,-0.04474547877907753,65,454233
2337,0.024242691695690155,150,454383
2338,-0.04475522041320801,62,454445
2339,0.07595105469226837,126,454571
2340,-9.719008445739746,554,455125
2341,-0.001663360744714737,84,455209
2342,0.004065386950969696,110,455319
2343,-0.04455175623297691,42,455361
2344,-0.04505426809191704,86,455447
2345,-0.04475986585021019,60,455507
2346,-0.04461832344532013,51,455558
2347,-0.045090727508068085,83,455641
2348,-0.02086143009364605,71,455712
2349,-0.01560969464480877,60,455772
2350,-0.029521318152546883,47,455819
2351,0.1304972916841507,343,456162
2352,-5.557942867279053,392,456554
2353,-0.045285433530807495,76,456630
2354,-0.7775397300720215,292,456922
2355,-0.018956832587718964,59,456981
2356,-0.04476676508784294,58,457039
2357,-0.014709696173667908,49,457088
2358,-0.04348800331354141,68,457156
2359,-0.017139261588454247,60,457216
2360,-0.022676415741443634,77,457293
2361,-0.025942165404558182,92,457385
2362,-0.011102177202701569,47,457432
2363,-0.01308850385248661,56,457488
2364,0.07814406603574753,149,457637
2365,-0.0023569390177726746,90,457727
2366,-0.0433492474257946,55,457782
2367,0.09689196944236755,346,458128
2368,-0.04658268019556999,233,458361
2369,-0.017441481351852417,52,458413
2370,-12.793740272521973,694,459107
2371,-0.0075509212911129,99,459206
2372,-1.2850466966629028,453,459659
2373,-0.013563545420765877,53,459712
2374,-0.010501187294721603,52,459764
2375,-0.0043396130204200745,84,459848
2376,-0.043175794184207916,56,459904
2377,-0.03735619783401489,56,459960
2378,-0.0031936950981616974,56,460016
2379,-0.01629856415092945,49,460065
2380,0.0010782554745674133,89,460154
2381,-0.005701493471860886,121,460275
2382,-0.03224848210811615,91,460366
2383,-0.010184641927480698,56,460422
2384,-0.04467114806175232,52,460474
2385,-0.004779059439897537,57,460531
2386,-0.04668401554226875,194,460725
2387,0.10218168050050735,137,460862
2388,-0.013665711507201195,53,460915
2389,-0.04457005485892296,52,460967
2390,-0.0384945273399353,52,461019
2391,0.016301371157169342,137,461156
2392,-19.325225830078125,967,462123
2393,0.008025802671909332,135,462258
2394,-0.0164563599973917,136,462394
2395,-0.0026972368359565735,65,462459
2396,0.01496812328696251,84,462543
2397,0.013338465243577957,94,462637
2398,-6.107198238372803,515,463152
2399,-0.2732574939727783,332,463484
2400,-2.034757137298584,378,463862
2401,-15.418932914733887,786,464648
2402,0.07411183416843414,125,464773
2403,-0.04489436000585556,56,464829
2404,-0.8217881321907043,424,465253
2405,-0.045515116304159164,96,465349
2406,-0.011379867792129517,118,465467
2407,-13.865488052368164,853,466320
2408,-0.013399774208664894,63,466383
2409,-0.04466022923588753,48,466431
2410,-0.044794559478759766,113,466544
2411,-16.530227661132812,837,467381
2412,-0.007953174412250519,74,467455
2413,-0.044594332575798035,115,467570
2414,-0.04486618936061859,76,467646
2415,-0.0017713531851768494,76,467722
2416,-0.045233406126499176,78,467800
2417,0.029763992875814438,121,467921
2418,-0.046086981892585754,141,468062
2419,-0.016161201521754265,54,468116
2420,-0.045378006994724274,101,468217
2421,0.03488466143608093,117,468334
2422,0.001462407410144806,143,468477
2423,-0.015022430568933487,72,468549
2424,0.014202486723661423,92,468641
2425,-0.016592636704444885,61,468702
2426,-0.017042778432369232,61,468763
2427,-0.045609403401613235,112,468875
2428,-0.007297419011592865,50,468925
2429,-0.04497992992401123,72,468997
2430,-0.04509466141462326,95,469092
2431,-0.010448701679706573,78,469170
2432,-0.018858501687645912,63,469233
2433,-0.007062770426273346,69,469302
2434,-0.02902863919734955,131,469433
2435,-0.03214050829410553,85,469518
2436,-0.04481519013643265,66,469584
2437,-0.04472222924232483,55,469639
2438,-0.04538628086447716,135,469774
2439,-0.004489276558160782,59,469833
