episode,return,length,timesteps
1,-48.15833282470703,346,346
2,-9.531515121459961,82,428
3,-2.495482921600342,138,566
4,-8.444683074951172,106,672
5,-110.61592102050781,2656,3328
6,-18.074779510498047,920,4248
7,-0.04841417446732521,171,4419
8,-2.944766044616699,387,4806
9,0.014713030308485031,239,5045
10,-0.044751498848199844,167,5212
11,-16.07901382446289,873,6085
12,-16.8167667388916,932,7017
