12.10,264008.78,309509.55,592.18
12.20,264008.80,309509.73,592.11
12.30,264008.83,309509.93,592.04
12.40,264008.85,309510.13,591.97
12.50,264008.88,309510.33,591.91
12.60,264008.92,309510.54,591.86
12.70,264008.96,309510.75,591.81
12.80,264009.00,309510.96,591.75
12.90,264009.05,309511.19,591.70
13.00,264009.09,309511.42,591.64
13.10,264009.14,309511.64,591.57
13.20,264009.19,309511.86,591.50
13.30,264009.24,309512.10,591.42
13.40,264009.29,309512.33,591.36
0.10,263999.99,309500.01,594.40
0.20,263999.98,309500.02,594.39
0.30,263999.99,309500.05,594.38
0.40,264000.00,309500.06,594.37
0.50,264000.02,309500.08,594.36
0.60,264000.04,309500.09,594.33
0.70,264000.07,309500.08,594.29
0.80,264000.10,309500.06,594.23
0.90,264000.14,309500.03,594.15
1.00,264000.16,309500.01,594.07
1.10,264000.19,309499.99,593.98
1.20,264000.23,309499.97,593.89
1.30,264000.26,309499.95,593.80
1.40,264000.28,309499.92,593.72
1.50,264000.30,309499.90,593.65
1.60,264000.33,309499.87,593.57
1.70,264000.36,309499.83,593.49
1.80,264000.40,309499.79,593.41
1.90,264000.45,309499.75,593.33
2.00,264000.51,309499.70,593.25
2.10,264000.57,309499.66,593.17
2.20,264000.64,309499.61,593.09
2.30,264000.73,309499.57,593.01
2.40,264000.83,309499.52,592.95
2.50,264000.94,309499.49,592.89
2.60,264001.04,309499.47,592.85
2.70,264001.13,309499.44,592.82
2.80,264001.21,309499.42,592.78
2.90,264001.29,309499.40,592.73
3.00,264001.35,309499.36,592.69
3.10,264001.40,309499.34,592.66
3.20,264001.45,309499.33,592.62
3.30,264001.51,309499.33,592.59
3.40,264001.59,309499.35,592.55
3.50,264001.66,309499.36,592.50
3.60,264001.72,309499.37,592.44
3.70,264001.78,309499.37,592.36
3.80,264001.83,309499.37,592.28
3.90,264001.87,309499.37,592.19
4.00,264001.90,309499.36,592.11
4.10,264001.92,309499.35,592.02
4.20,264001.93,309499.35,591.93
4.30,264001.95,309499.35,591.83
4.40,264001.96,309499.36,591.72
4.50,264001.96,309499.37,591.61
4.60,264001.95,309499.38,591.50
4.70,264001.94,309499.38,591.39
4.80,264001.94,309499.39,591.28
4.90,264001.94,309499.39,591.16
5.00,264001.92,309499.38,591.05
5.10,264001.89,309499.37,590.93
5.20,264001.86,309499.34,590.80
5.30,264001.82,309499.30,590.66
5.40,264001.77,309499.27,590.52
5.50,264001.73,309499.24,590.37
5.60,264001.68,309499.20,590.21
5.70,264001.63,309499.15,590.04
5.80,264001.60,309499.09,589.88
5.90,264001.57,309499.03,589.74
6.00,264001.55,309498.96,589.60
6.10,264001.54,309498.90,589.46
6.20,264001.55,309498.84,589.32
6.30,264001.58,309498.79,589.17
6.40,264001.61,309498.74,589.02
6.50,264001.64,309498.69,588.88
6.60,264001.65,309498.64,588.73
6.70,264001.66,309498.59,588.58
6.80,264001.66,309498.53,588.43
6.90,264001.65,309498.48,588.28
7.00,264001.64,309498.42,588.14
7.10,264001.63,309498.37,588.01
7.20,264001.61,309498.31,587.87
7.30,264001.59,309498.25,587.73
7.40,264001.57,309498.19,587.58
7.50,264001.55,309498.12,587.43
7.60,264001.53,309498.05,587.28
7.70,264001.52,309497.97,587.14
7.80,264001.51,309497.90,587.00
7.90,264001.49,309497.81,586.85
8.00,264001.46,309497.73,586.71
8.10,264001.43,309497.64,586.58
8.20,264001.41,309497.55,586.44
8.30,264001.39,309497.44,586.30
8.40,264001.37,309497.33,586.17
8.50,264001.35,309497.22,586.02
8.60,264001.34,309497.12,585.87
8.70,264001.34,309497.00,585.73
8.80,264001.35,309496.89,585.58
8.90,264001.36,309496.78,585.43
9.00,264001.38,309496.68,585.27
9.10,264001.39,309496.56,585.11
9.20,264001.40,309496.45,584.96
9.30,264001.40,309496.34,584.81
9.40,264001.42,309496.24,584.67
9.50,264001.43,309496.14,584.54
9.60,264001.44,309496.04,584.41
9.70,264001.44,309495.93,584.29
9.80,264001.44,309495.82,584.16
9.90,264001.43,309495.72,584.03
10.00,264001.42,309495.62,583.90
10.10,264001.40,309495.51,583.78
10.20,264001.38,309495.40,583.65
10.30,264001.35,309495.29,583.53
10.40,264001.32,309495.18,583.40
10.50,264001.30,309495.05,583.28
10.60,264001.29,309494.92,583.15
