0.10,264000.00,309500.00,594.40
0.20,264000.01,309500.01,594.42
0.30,264000.02,309500.02,594.46
0.40,264000.03,309500.02,594.50
0.50,264000.04,309500.02,594.53
0.60,264000.05,309500.00,594.56
0.70,264000.07,309500.00,594.58
0.80,264000.08,309500.00,594.60
0.90,264000.09,309500.00,594.63
1.00,264000.11,309500.02,594.65
1.10,264000.13,309500.03,594.67
1.20,264000.17,309500.03,594.69
1.30,264000.20,309500.04,594.71
1.40,264000.24,309500.06,594.75
1.50,264000.27,309500.07,594.77
1.60,264000.31,309500.10,594.81
1.70,264000.36,309500.14,594.85
1.80,264000.43,309500.18,594.88
1.90,264000.49,309500.22,594.91
2.00,264000.55,309500.27,594.92
2.10,264000.62,309500.31,594.92
2.20,264000.71,309500.36,594.91
2.30,264000.79,309500.39,594.89
2.40,264000.88,309500.44,594.86
2.50,264000.97,309500.50,594.84
2.60,264001.06,309500.55,594.83
2.70,264001.15,309500.60,594.82
2.80,264001.23,309500.66,594.80
2.90,264001.31,309500.70,594.78
3.00,264001.39,309500.74,594.76
3.10,264001.46,309500.79,594.73
3.20,264001.52,309500.85,594.71
3.30,264001.58,309500.91,594.68
3.40,264001.64,309500.97,594.66
3.50,264001.71,309501.03,594.65
3.60,264001.78,309501.10,594.64
3.70,264001.85,309501.17,594.64
3.80,264001.92,309501.23,594.64
3.90,264001.99,309501.29,594.65
4.00,264002.07,309501.36,594.66
4.10,264002.17,309501.43,594.67
4.20,264002.27,309501.50,594.68
4.30,264002.36,309501.58,594.69
4.40,264002.45,309501.66,594.69
4.50,264002.55,309501.75,594.70
4.60,264002.64,309501.83,594.71
4.70,264002.72,309501.91,594.72
4.80,264002.81,309501.99,594.73
4.90,264002.92,309502.08,594.73
5.00,264003.03,309502.17,594.73
5.10,264003.15,309502.26,594.74
5.20,264003.28,309502.36,594.77
5.30,264003.42,309502.47,594.79
5.40,264003.57,309502.57,594.82
5.50,264003.72,309502.67,594.85
5.60,264003.85,309502.77,594.89
5.70,264003.97,309502.88,594.93
5.80,264004.08,309502.99,594.96
5.90,264004.19,309503.11,595.00
6.00,264004.29,309503.22,595.03
6.10,264004.41,309503.32,595.07
6.20,264004.53,309503.42,595.09
6.30,264004.66,309503.52,595.11
6.40,264004.78,309503.60,595.12
6.50,264004.90,309503.67,595.13
6.60,264005.02,309503.75,595.13
6.70,264005.14,309503.81,595.12
6.80,264005.26,309503.87,595.10
6.90,264005.38,309503.92,595.08
7.00,264005.51,309503.96,595.05
7.10,264005.64,309504.02,595.01
7.20,264005.76,309504.07,594.97
7.30,264005.88,309504.14,594.92
7.40,264005.99,309504.21,594.88
7.50,264006.09,309504.27,594.85
7.60,264006.18,309504.34,594.81
7.70,264006.28,309504.42,594.77
7.80,264006.38,309504.50,594.73
7.90,264006.46,309504.58,594.69
8.00,264006.54,309504.67,594.63
8.10,264006.62,309504.78,594.57
8.20,264006.71,309504.89,594.50
8.30,264006.81,309505.00,594.43
8.40,264006.92,309505.11,594.35
8.50,264007.02,309505.22,594.27
8.60,264007.12,309505.34,594.21
8.70,264007.22,309505.46,594.15
8.80,264007.32,309505.57,594.09
8.90,264007.40,309505.68,594.05
9.00,264007.47,309505.80,594.01
9.10,264007.54,309505.92,593.97
9.20,264007.60,309506.02,593.92
9.30,264007.67,309506.11,593.87
9.40,264007.74,309506.21,593.81
9.50,264007.81,309506.30,593.75
9.60,264007.88,309506.41,593.69
9.70,264007.95,309506.51,593.64
9.80,264008.03,309506.61,593.59
9.90,264008.11,309506.72,593.55
10.00,264008.20,309506.83,593.51
10.10,264008.27,309506.93,593.47
10.20,264008.32,309507.03,593.41
10.30,264008.38,309507.13,593.35
10.40,264008.44,309507.23,593.29
10.50,264008.49,309507.34,593.23
10.60,264008.55,309507.45,593.16
10.70,264008.59,309507.57,593.08
10.80,264008.62,309507.69,592.99
10.90,264008.65,309507.80,592.91
11.00,264008.69,309507.91,592.85
11.10,264008.72,309508.02,592.79
11.20,264008.75,309508.15,592.73
11.30,264008.78,309508.28,592.68
11.40,264008.80,309508.42,592.62
11.50,264008.80,309508.57,592.57
11.60,264008.79,309508.71,592.51
11.70,264008.77,309508.86,592.45
11.80,264008.76,309509.03,592.39
11.90,264008.75,309509.20,592.32
12.00,264008.76,309509.37,592.25
