10.70,264001.27,309494.81,583.01
10.80,264001.26,309494.71,582.89
10.90,264001.24,309494.59,582.76
11.00,264001.23,309494.48,582.64
0.10,263999.99,309500.00,594.40
0.20,263999.98,309500.02,594.40
0.30,263999.96,309500.03,594.42
0.40,263999.95,309500.04,594.43
0.50,263999.93,309500.03,594.43
0.60,263999.91,309500.02,594.42
0.70,263999.88,309500.01,594.40
0.80,263999.85,309500.00,594.39
0.90,263999.84,309500.00,594.38
1.00,263999.84,309500.00,594.38
1.10,263999.84,309500.01,594.38
1.20,263999.85,309500.00,594.40
1.30,263999.86,309499.99,594.42
1.40,263999.87,309500.00,594.45
1.50,263999.88,309500.00,594.49
1.60,263999.89,309500.01,594.52
1.70,263999.88,309500.02,594.54
1.80,263999.86,309500.01,594.55
1.90,263999.83,309500.01,594.56
2.00,263999.79,309500.00,594.57
2.10,263999.75,309500.02,594.58
2.20,263999.71,309500.04,594.59
2.30,263999.67,309500.06,594.60
2.40,263999.63,309500.10,594.63
2.50,263999.61,309500.14,594.66
2.60,263999.59,309500.17,594.68
2.70,263999.56,309500.21,594.70
2.80,263999.53,309500.24,594.72
2.90,263999.49,309500.27,594.75
3.00,263999.45,309500.31,594.78
3.10,263999.40,309500.36,594.81
3.20,263999.35,309500.43,594.84
3.30,263999.30,309500.50,594.87
3.40,263999.25,309500.56,594.89
3.50,263999.19,309500.64,594.90
3.60,263999.13,309500.70,594.90
3.70,263999.07,309500.77,594.91
3.80,263999.03,309500.84,594.91
3.90,263998.99,309500.90,594.90
4.00,263998.97,309500.96,594.88
4.10,263998.95,309501.04,594.87
4.20,263998.93,309501.13,594.85
4.30,263998.92,309501.24,594.83
4.40,263998.90,309501.36,594.80
4.50,263998.88,309501.47,594.76
4.60,263998.85,309501.58,594.71
4.70,263998.83,309501.68,594.64
4.80,263998.80,309501.78,594.58
4.90,263998.76,309501.88,594.53
5.00,263998.69,309501.99,594.47
5.10,263998.62,309502.11,594.41
5.20,263998.53,309502.23,594.37
5.30,263998.45,309502.35,594.34
5.40,263998.39,309502.48,594.31
5.50,263998.32,309502.62,594.26
5.60,263998.26,309502.79,594.21
5.70,263998.20,309502.96,594.16
5.80,263998.14,309503.14,594.11
5.90,263998.08,309503.32,594.06
6.00,263998.03,309503.51,594.00
6.10,263997.99,309503.71,593.92
6.20,263997.95,309503.91,593.85
6.30,263997.92,309504.10,593.76
6.40,263997.90,309504.31,593.68
6.50,263997.88,309504.52,593.59
6.60,263997.86,309504.73,593.49
6.70,263997.84,309504.96,593.39
6.80,263997.80,309505.19,593.29
6.90,263997.76,309505.42,593.18
7.00,263997.72,309505.66,593.09
7.10,263997.68,309505.89,593.00
7.20,263997.66,309506.11,592.93
7.30,263997.63,309506.34,592.86
7.40,263997.59,309506.57,592.79
7.50,263997.55,309506.79,592.71
7.60,263997.51,309507.01,592.62
7.70,263997.47,309507.23,592.52
7.80,263997.44,309507.44,592.41
7.90,263997.41,309507.65,592.30
8.00,263997.38,309507.86,592.18
8.10,263997.35,309508.07,592.06
8.20,263997.33,309508.28,591.94
8.30,263997.32,309508.50,591.83
8.40,263997.32,309508.71,591.73
8.50,263997.32,309508.92,591.62
8.60,263997.31,309509.12,591.53
8.70,263997.29,309509.33,591.43
8.80,263997.27,309509.55,591.33
8.90,263997.24,309509.76,591.23
9.00,263997.20,309509.98,591.13
9.10,263997.16,309510.20,591.04
9.20,263997.14,309510.44,590.98
9.30,263997.13,309510.68,590.93
9.40,263997.11,309510.91,590.89
9.50,263997.08,309511.14,590.84
9.60,263997.05,309511.38,590.79
9.70,263997.00,309511.61,590.74
9.80,263996.96,309511.84,590.69
9.90,263996.91,309512.07,590.63
10.00,263996.85,309512.30,590.57
10.10,263996.80,309512.52,590.51
10.20,263996.75,309512.73,590.45
10.30,263996.69,309512.94,590.39
10.40,263996.64,309513.14,590.34
10.50,263996.59,309513.34,590.29
10.60,263996.54,309513.54,590.23
10.70,263996.49,309513.74,590.16
10.80,263996.45,309513.96,590.10
10.90,263996.40,309514.18,590.05
11.00,263996.35,309514.40,590.01
11.10,263996.30,309514.61,589.97
11.20,263996.25,309514.83,589.94
11.30,263996.19,309515.05,589.92
11.40,263996.15,309515.27,589.90
11.50,263996.11,309515.49,589.88
11.60,263996.08,309515.71,589.87
