episode,return,length,timesteps
0,-113211.6328125,483,483
1,184.6527099609375,246,729
2,-1118167.5,1593,2322
3,-601209.8125,828,3150
4,-1100378.875,1524,4674
5,-1547.5325927734375,153,4827
6,-370259.8125,621,5448
7,-622536.9375,982,6430
8,-1607.802734375,231,6661
9,-1556.004150390625,84,6745
10,-27303.09375,275,7020
11,-1551.7261962890625,98,7118
12,-19.3126220703125,243,7361
13,-1566.02880859375,202,7563
14,-1559.4732666015625,141,7704
15,-1235798.25,1648,9352
