time,x,y,z
3.40,264301.47,309371.46,740.68
3.50,264301.55,309371.54,740.65
3.60,264301.63,309371.64,740.62
3.70,264301.71,309371.73,740.60
3.80,264301.79,309371.82,740.59
3.90,264301.87,309371.89,740.58
4.00,264301.94,309371.97,740.57
4.10,264302.01,309372.04,740.54
4.20,264302.07,309372.11,740.50
4.30,264302.13,309372.19,740.46
4.40,264302.20,309372.27,740.41
4.50,264302.26,309372.35,740.35
4.60,264302.32,309372.43,740.30
4.70,264302.39,309372.52,740.24
4.80,264302.45,309372.59,740.19
4.90,264302.53,309372.67,740.15
5.00,264302.63,309372.76,740.10
0.10,264300.00,309370.00,741.22
0.20,264300.00,309370.01,741.23
0.30,264299.99,309370.01,741.24
0.40,264299.97,309370.00,741.25
0.50,264299.96,309370.00,741.27
0.60,264299.94,309369.99,741.28
0.70,264299.92,309369.97,741.30
0.80,264299.90,309369.96,741.33
0.90,264299.87,309369.94,741.35
1.00,264299.84,309369.92,741.38
1.10,264299.82,309369.91,741.41
1.20,264299.79,309369.89,741.45
1.30,264299.75,309369.87,741.49
1.40,264299.71,309369.84,741.53
1.50,264299.67,309369.80,741.55
1.60,264299.64,309369.78,741.58
1.70,264299.61,309369.76,741.63
1.80,264299.58,309369.72,741.68
1.90,264299.55,309369.69,741.74
2.00,264299.52,309369.66,741.79
2.10,264299.49,309369.63,741.82
2.20,264299.46,309369.58,741.86
2.30,264299.42,309369.53,741.90
2.40,264299.38,309369.47,741.92
2.50,264299.34,309369.40,741.94
2.60,264299.30,309369.32,741.98
2.70,264299.27,309369.27,742.03
2.80,264299.25,309369.21,742.07
2.90,264299.24,309369.16,742.11
3.00,264299.22,309369.12,742.14
3.10,264299.19,309369.08,742.15
3.20,264299.16,309369.04,742.16
3.30,264299.12,309368.99,742.15
3.40,264299.06,309368.95,742.13
3.50,264299.00,309368.90,742.10
3.60,264298.94,309368.86,742.06
3.70,264298.87,309368.82,742.00
3.80,264298.80,309368.78,741.94
3.90,264298.73,309368.74,741.89
4.00,264298.66,309368.71,741.83
4.10,264298.59,309368.69,741.79
4.20,264298.52,309368.65,741.74
4.30,264298.45,309368.61,741.70
4.40,264298.37,309368.56,741.66
4.50,264298.28,309368.51,741.62
4.60,264298.20,309368.46,741.56
4.70,264298.12,309368.40,741.50
4.80,264298.05,309368.35,741.43
4.90,264297.99,309368.31,741.36
5.00,264297.92,309368.26,741.29
5.10,264297.85,309368.20,741.21
5.20,264297.77,309368.13,741.12
5.30,264297.67,309368.06,741.03
5.40,264297.58,309367.99,740.95
5.50,264297.49,309367.91,740.85
5.60,264297.42,309367.84,740.76
5.70,264297.34,309367.79,740.67
5.80,264297.28,309367.75,740.60
5.90,264297.22,309367.72,740.54
6.00,264297.16,309367.68,740.47
6.10,264297.10,309367.64,740.40
6.20,264297.04,309367.60,740.32
6.30,264296.95,309367.58,740.24
6.40,264296.85,309367.56,740.18
6.50,264296.75,309367.54,740.13
6.60,264296.65,309367.51,740.11
6.70,264296.54,309367.48,740.09
6.80,264296.44,309367.46,740.08
6.90,264296.35,309367.44,740.08
7.00,264296.27,309367.42,740.07
7.10,264296.18,309367.39,740.07
7.20,264296.08,309367.37,740.05
7.30,264295.97,309367.36,740.04
7.40,264295.87,309367.35,740.04
7.50,264295.77,309367.34,740.05
7.60,264295.66,309367.32,740.07
7.70,264295.56,309367.29,740.10
7.80,264295.46,309367.26,740.13
7.90,264295.38,309367.21,740.16
8.00,264295.29,309367.15,740.18
8.10,264295.19,309367.09,740.19
8.20,264295.09,309367.04,740.19
8.30,264295.00,309366.99,740.22
8.40,264294.90,309366.93,740.27
8.50,264294.81,309366.88,740.33
8.60,264294.73,309366.82,740.38
8.70,264294.64,309366.77,740.44
8.80,264294.56,309366.70,740.49
8.90,264294.48,309366.63,740.54
9.00,264294.40,309366.56,740.60
9.10,264294.32,309366.48,740.65
9.20,264294.24,309366.41,740.70
9.30,264294.16,309366.34,740.76
9.40,264294.08,309366.26,740.82
9.50,264293.99,309366.16,740.87
9.60,264293.90,309366.06,740.91
9.70,264293.80,309365.95,740.95
9.80,264293.70,309365.84,740.99
9.90,264293.61,309365.72,741.02
10.00,264293.50,309365.59,741.07
10.10,264293.39,309365.46,741.11
10.20,264293.28,309365.32,741.14
10.30,264293.17,309365.19,741.17
10.40,264293.07,309365.05,741.20
10.50,264292.97,309364.90,741.23
10.60,264292.87,309364.74,741.27
10.70,264292.76,309364.59,741.30
10.80,264292.64,309364.44,741.34
10.90,264292.52,309364.31,741.39
11.00,264292.40,309364.19,741.44
11.10,264292.28,309364.06,741.49
11.20,264292.15,309363.93,741.56
11.30,264292.01,309363.79,741.63
11.40,264291.87,309363.66,741.68
11.50,264291.72,309363.51,741.74
11.60,264291.57,309363.36,741.82
11.70,264291.41,309363.21,741.90
11.80,264291.25,309363.07,741.98
11.90,264291.10,309362.93,742.05
12.00,264290.95,309362.78,742.13
12.10,264290.82,309362.62,742.19
12.20,264290.68,309362.45,742.26
12.30,264290.53,309362.28,742.34
12.40,264290.38,309362.11,742.42
12.50,264290.25,309361.94,742.50
12.60,264290.12,309361.77,742.59
12.70,264289.98,309361.60,742.68
12.80,264289.84,309361.45,742.76
12.90,264289.70,309361.30,742.83
13.00,264289.54,309361.16,742.91
13.10,264289.40,309361.01,742.99
13.20,264289.25,309360.87,743.07
13.30,264289.11,309360.73,743.15
13.40,264288.98,309360.59,743.22
13.50,264288.84,309360.46,743.30
13.60,264288.69,309360.33,743.39
13.70,264288.55,309360.19,743.48
13.80,264288.42,309360.07,743.56
13.90,264288.29,309359.95,743.63
14.00,264288.14,309359.83,743.70
14.10,264288.00,309359.72,743.76
14.20,264287.86,309359.61,743.81
14.30,264287.71,309359.50,743.88
14.40,264287.56,309359.39,743.96
14.50,264287.41,309359.26,744.05
14.60,264287.25,309359.14,744.13
14.70,264287.10,309359.02,744.19
14.80,264286.95,309358.89,744.25
14.90,264286.79,309358.77,744.30
15.00,264286.63,309358.66,744.33
15.10,264286.48,309358.55,744.36
15.20,264286.35,309358.43,744.39
15.30,264286.24,309358.31,744.43
15.40,264286.13,309358.20,744.48
15.50,264286.01,309358.08,744.51
15.60,264285.89,309357.96,744.55
15.70,264285.77,309357.86,744.61
15.80,264285.64,309357.76,744.67
15.90,264285.52,309357.66,744.72
