20.10,264008.23,309485.80,585.48
20.20,264008.37,309485.78,585.42
20.30,264008.51,309485.77,585.36
20.40,264008.65,309485.75,585.30
20.50,264008.79,309485.74,585.23
20.60,264008.94,309485.75,585.15
20.70,264009.09,309485.76,585.08
20.80,264009.25,309485.78,585.00
20.90,264009.40,309485.81,584.94
21.00,264009.56,309485.84,584.87
21.10,264009.71,309485.87,584.80
21.20,264009.86,309485.89,584.72
21.30,264010.02,309485.92,584.65
21.40,264010.18,309485.95,584.60
21.50,264010.34,309485.98,584.54
21.60,264010.48,309486.00,584.46
21.70,264010.61,309486.01,584.39
0.10,264000.00,309499.99,594.40
0.20,264000.01,309499.96,594.42
0.30,264000.02,309499.94,594.44
0.40,264000.01,309499.94,594.46
0.50,264000.00,309499.95,594.48
0.60,263999.99,309499.97,594.51
0.70,263999.98,309499.97,594.53
0.80,263999.98,309499.97,594.56
0.90,263999.98,309499.98,594.58
1.00,263999.99,309500.00,594.60
1.10,264000.00,309500.03,594.62
1.20,264000.00,309500.06,594.63
1.30,264000.00,309500.10,594.63
1.40,264000.01,309500.12,594.64
1.50,264000.01,309500.13,594.65
1.60,264000.03,309500.14,594.67
1.70,264000.04,309500.16,594.70
1.80,264000.04,309500.17,594.72
1.90,264000.05,309500.18,594.75
2.00,264000.04,309500.19,594.77
2.10,264000.02,309500.21,594.80
2.20,264000.00,309500.21,594.84
2.30,263999.97,309500.21,594.88
2.40,263999.94,309500.23,594.93
2.50,263999.91,309500.25,594.97
2.60,263999.89,309500.26,595.01
2.70,263999.87,309500.27,595.03
2.80,263999.83,309500.28,595.04
2.90,263999.80,309500.26,595.05
3.00,263999.77,309500.23,595.05
3.10,263999.73,309500.20,595.04
3.20,263999.70,309500.16,595.02
3.30,263999.66,309500.12,595.00
3.40,263999.63,309500.08,594.99
3.50,263999.60,309500.03,594.98
3.60,263999.57,309499.98,594.98
3.70,263999.54,309499.93,594.98
3.80,263999.50,309499.88,594.99
3.90,263999.46,309499.82,594.99
4.00,263999.43,309499.75,595.01
4.10,263999.39,309499.68,595.04
4.20,263999.35,309499.60,595.07
4.30,263999.32,309499.53,595.09
4.40,263999.28,309499.47,595.12
4.50,263999.25,309499.43,595.16
4.60,263999.20,309499.38,595.20
4.70,263999.15,309499.33,595.24
4.80,263999.10,309499.27,595.29
4.90,263999.05,309499.20,595.34
5.00,263999.01,309499.13,595.40
5.10,263998.96,309499.07,595.46
5.20,263998.93,309499.00,595.53
5.30,263998.89,309498.95,595.60
5.40,263998.85,309498.89,595.68
5.50,263998.80,309498.84,595.77
5.60,263998.76,309498.79,595.84
5.70,263998.71,309498.74,595.90
5.80,263998.66,309498.70,595.97
5.90,263998.61,309498.66,596.05
6.00,263998.57,309498.64,596.12
6.10,263998.52,309498.61,596.19
6.20,263998.47,309498.59,596.26
6.30,263998.42,309498.56,596.33
6.40,263998.37,309498.52,596.41
6.50,263998.32,309498.47,596.49
6.60,263998.28,309498.43,596.59
6.70,263998.23,309498.39,596.69
6.80,263998.17,309498.36,596.80
6.90,263998.13,309498.33,596.91
7.00,263998.08,309498.31,597.02
7.10,263998.03,309498.28,597.12
7.20,263997.99,309498.27,597.22
7.30,263997.94,309498.27,597.32
7.40,263997.88,309498.28,597.41
7.50,263997.82,309498.29,597.49
7.60,263997.75,309498.30,597.57
7.70,263997.68,309498.31,597.66
7.80,263997.63,309498.31,597.76
7.90,263997.57,309498.31,597.86
8.00,263997.51,309498.32,597.97
8.10,263997.43,309498.34,598.08
8.20,263997.34,309498.34,598.19
8.30,263997.25,309498.34,598.32
8.40,263997.15,309498.34,598.46
8.50,263997.06,309498.33,598.59
8.60,263996.98,309498.30,598.73
8.70,263996.92,309498.26,598.87
8.80,263996.85,309498.21,599.01
8.90,263996.78,309498.17,599.16
9.00,263996.72,309498.13,599.33
9.10,263996.65,309498.10,599.49
9.20,263996.59,309498.07,599.65
9.30,263996.53,309498.03,599.81
