0.10,264000.00,309500.00,594.40
0.20,264000.02,309499.98,594.41
0.30,264000.05,309499.96,594.43
0.40,264000.09,309499.94,594.46
0.50,264000.13,309499.94,594.48
0.60,264000.19,309499.93,594.50
0.70,264000.26,309499.92,594.52
0.80,264000.35,309499.91,594.54
0.90,264000.45,309499.91,594.56
1.00,264000.54,309499.90,594.57
1.10,264000.64,309499.89,594.58
1.20,264000.73,309499.87,594.58
1.30,264000.80,309499.85,594.57
1.40,264000.87,309499.84,594.55
1.50,264000.93,309499.85,594.51
1.60,264000.98,309499.87,594.47
1.70,264001.02,309499.89,594.42
1.80,264001.07,309499.90,594.37
1.90,264001.12,309499.93,594.31
2.00,264001.17,309499.95,594.25
2.10,264001.24,309499.97,594.18
2.20,264001.32,309500.00,594.12
2.30,264001.40,309500.04,594.06
2.40,264001.47,309500.09,593.99
2.50,264001.54,309500.14,593.92
2.60,264001.60,309500.19,593.84
2.70,264001.66,309500.27,593.76
2.80,264001.72,309500.35,593.68
2.90,264001.78,309500.43,593.59
3.00,264001.84,309500.52,593.48
3.10,264001.89,309500.63,593.38
3.20,264001.95,309500.73,593.27
3.30,264002.00,309500.82,593.16
3.40,264002.06,309500.90,593.05
3.50,264002.12,309500.97,592.93
3.60,264002.20,309501.02,592.81
3.70,264002.29,309501.07,592.66
3.80,264002.38,309501.12,592.51
3.90,264002.46,309501.18,592.37
4.00,264002.55,309501.25,592.21
4.10,264002.63,309501.31,592.06
4.20,264002.72,309501.37,591.90
4.30,264002.82,309501.42,591.74
4.40,264002.90,309501.47,591.58
4.50,264002.98,309501.51,591.42
4.60,264003.07,309501.55,591.25
4.70,264003.18,309501.58,591.09
4.80,264003.30,309501.60,590.94
4.90,264003.41,309501.62,590.79
5.00,264003.53,309501.63,590.65
5.10,264003.64,309501.63,590.50
5.20,264003.76,309501.62,590.35
5.30,264003.87,309501.61,590.19
5.40,264003.98,309501.60,590.02
5.50,264004.10,309501.58,589.86
5.60,264004.22,309501.56,589.71
5.70,264004.35,309501.55,589.54
5.80,264004.48,309501.55,589.38
5.90,264004.60,309501.56,589.23
6.00,264004.72,309501.57,589.07
