6.10,264004.84,309501.59,588.90
6.20,264004.95,309501.61,588.74
6.30,264005.07,309501.64,588.57
6.40,264005.18,309501.66,588.41
6.50,264005.30,309501.69,588.23
6.60,264005.42,309501.73,588.05
6.70,264005.53,309501.77,587.85
6.80,264005.64,309501.83,587.64
6.90,264005.75,309501.90,587.44
7.00,264005.87,309501.98,587.24
7.10,264006.00,309502.06,587.05
7.20,264006.13,309502.14,586.88
7.30,264006.26,309502.21,586.70
7.40,264006.39,309502.29,586.52
7.50,264006.53,309502.37,586.33
0.10,264000.00,309500.00,594.39
0.20,264000.01,309500.01,594.38
0.30,264000.03,309500.00,594.35
0.40,264000.05,309499.99,594.32
0.50,264000.07,309499.99,594.27
0.60,264000.09,309499.97,594.22
0.70,264000.10,309499.95,594.17
0.80,264000.10,309499.92,594.13
0.90,264000.09,309499.87,594.09
1.00,264000.10,309499.81,594.05
1.10,264000.12,309499.75,594.02
1.20,264000.14,309499.70,593.99
1.30,264000.17,309499.64,593.93
1.40,264000.21,309499.58,593.88
1.50,264000.26,309499.53,593.82
1.60,264000.32,309499.49,593.77
1.70,264000.39,309499.45,593.71
1.80,264000.45,309499.41,593.66
1.90,264000.51,309499.34,593.62
2.00,264000.57,309499.26,593.58
2.10,264000.64,309499.18,593.54
2.20,264000.70,309499.09,593.49
2.30,264000.75,309499.00,593.43
2.40,264000.80,309498.92,593.36
2.50,264000.84,309498.83,593.30
2.60,264000.87,309498.72,593.24
2.70,264000.89,309498.59,593.20
2.80,264000.92,309498.47,593.16
2.90,264000.94,309498.36,593.12
3.00,264000.96,309498.24,593.09
3.10,264000.99,309498.10,593.06
3.20,264001.01,309497.96,593.04
3.30,264001.02,309497.82,593.01
3.40,264001.03,309497.67,593.00
3.50,264001.04,309497.53,592.98
3.60,264001.06,309497.38,592.98
3.70,264001.06,309497.22,592.99
3.80,264001.07,309497.06,593.00
3.90,264001.07,309496.90,593.00
4.00,264001.08,309496.74,593.00
4.10,264001.08,309496.57,593.02
4.20,264001.07,309496.41,593.03
4.30,264001.06,309496.25,593.05
4.40,264001.03,309496.09,593.07
4.50,264000.99,309495.92,593.09
4.60,264000.95,309495.77,593.09
4.70,264000.91,309495.60,593.10
4.80,264000.87,309495.43,593.09
4.90,264000.84,309495.25,593.09
5.00,264000.81,309495.08,593.08
5.10,264000.79,309494.93,593.08
5.20,264000.77,309494.78,593.09
5.30,264000.75,309494.64,593.10
5.40,264000.74,309494.50,593.13
5.50,264000.74,309494.37,593.17
5.60,264000.74,309494.23,593.21
5.70,264000.74,309494.09,593.25
5.80,264000.74,309493.96,593.30
5.90,264000.75,309493.83,593.36
6.00,264000.73,309493.71,593.42
6.10,264000.71,309493.57,593.48
6.20,264000.68,309493.44,593.55
6.30,264000.64,309493.29,593.63
6.40,264000.59,309493.14,593.72
6.50,264000.55,309492.98,593.81
6.60,264000.51,309492.83,593.89
6.70,264000.46,309492.66,593.98
6.80,264000.42,309492.49,594.08
6.90,264000.37,309492.33,594.18
7.00,264000.31,309492.17,594.28
7.10,264000.24,309492.03,594.38
7.20,264000.18,309491.89,594.48
7.30,264000.11,309491.74,594.59
7.40,264000.04,309491.60,594.69
7.50,263999.97,309491.47,594.80
7.60,263999.90,309491.34,594.92
7.70,263999.84,309491.20,595.05
7.80,263999.76,309491.05,595.17
7.90,263999.67,309490.90,595.30
8.00,263999.58,309490.75,595.45
8.10,263999.47,309490.61,595.60
8.20,263999.36,309490.46,595.76
8.30,263999.26,309490.31,595.92
8.40,263999.15,309490.18,596.07
8.50,263999.05,309490.02,596.24
8.60,263998.96,309489.84,596.42
8.70,263998.87,309489.66,596.61
8.80,263998.77,309489.47,596.79
8.90,263998.67,309489.29,596.97
9.00,263998.57,309489.11,597.15
9.10,263998.47,309488.91,597.35
9.20,263998.37,309488.71,597.57
9.30,263998.28,309488.49,597.79
9.40,263998.18,309488.28,598.01
9.50,263998.07,309488.06,598.20
9.60,263997.96,309487.83,598.38
9.70,263997.87,309487.60,598.55
9.80,263997.77,309487.38,598.70
9.90,263997.68,309487.15,598.85
10.00,263997.58,309486.91,599.00
