time,x,y,z
20.00,264321.62,309500.93,725.89
20.10,264322.00,309501.64,725.42
20.20,264322.38,309502.34,724.94
20.30,264322.77,309503.05,724.47
20.40,264323.16,309503.76,723.99
20.50,264323.54,309504.46,723.51
20.60,264323.92,309505.17,723.01
20.70,264324.30,309505.88,722.51
20.80,264324.68,309506.59,722.01
20.90,264325.05,309507.30,721.50
21.00,264325.42,309508.01,721.00
21.10,264325.80,309508.73,720.50
21.20,264326.18,309509.44,719.99
21.30,264326.55,309510.15,719.49
21.40,264326.93,309510.86,718.99
0.10,264300.00,309370.00,741.21
0.20,264300.01,309370.01,741.21
0.30,264300.02,309370.03,741.22
0.40,264300.05,309370.05,741.23
0.50,264300.09,309370.09,741.25
0.60,264300.14,309370.12,741.29
0.70,264300.21,309370.16,741.33
0.80,264300.30,309370.20,741.38
0.90,264300.40,309370.25,741.44
1.00,264300.52,309370.30,741.51
1.10,264300.65,309370.35,741.58
1.20,264300.80,309370.41,741.66
1.30,264300.96,309370.45,741.74
1.40,264301.13,309370.49,741.82
1.50,264301.33,309370.54,741.91
1.60,264301.53,309370.58,742.00
1.70,264301.75,309370.64,742.10
1.80,264301.97,309370.71,742.20
1.90,264302.21,309370.78,742.30
2.00,264302.46,309370.86,742.40
2.10,264302.71,309370.94,742.52
2.20,264302.99,309371.02,742.64
2.30,264303.28,309371.11,742.77
2.40,264303.58,309371.20,742.90
2.50,264303.89,309371.28,743.04
2.60,264304.22,309371.37,743.17
2.70,264304.58,309371.45,743.30
2.80,264304.95,309371.55,743.44
2.90,264305.35,309371.64,743.57
3.00,264305.77,309371.74,743.72
3.10,264306.19,309371.83,743.87
3.20,264306.62,309371.93,744.03
3.30,264307.07,309372.02,744.19
3.40,264307.53,309372.12,744.35
3.50,264307.99,309372.22,744.52
3.60,264308.46,309372.32,744.69
3.70,264308.93,309372.44,744.87
3.80,264309.41,309372.55,745.05
3.90,264309.90,309372.68,745.24
4.00,264310.40,309372.81,745.43
4.10,264310.92,309372.94,745.63
4.20,264311.47,309373.07,745.83
4.30,264312.02,309373.21,746.04
4.40,264312.60,309373.34,746.25
4.50,264313.20,309373.48,746.47
4.60,264313.81,309373.63,746.70
4.70,264314.44,309373.78,746.93
4.80,264315.10,309373.93,747.16
4.90,264315.78,309374.08,747.40
5.00,264316.48,309374.24,747.64
5.10,264317.18,309374.39,747.88
5.20,264317.90,309374.55,748.13
5.30,264318.62,309374.70,748.38
5.40,264319.34,309374.87,748.63
5.50,264320.07,309375.04,748.88
5.60,264320.81,309375.20,749.13
5.70,264321.56,309375.38,749.38
5.80,264322.31,309375.55,749.61
5.90,264323.07,309375.73,749.85
6.00,264323.84,309375.92,750.10
6.10,264324.62,309376.12,750.35
6.20,264325.40,309376.31,750.59
6.30,264326.18,309376.51,750.82
6.40,264326.96,309376.70,751.05
6.50,264327.74,309376.89,751.27
6.60,264328.53,309377.08,751.50
6.70,264329.31,309377.27,751.72
6.80,264330.09,309377.46,751.95
6.90,264330.87,309377.65,752.18
7.00,264331.66,309377.84,752.42
7.10,264332.44,309378.03,752.65
7.20,264333.22,309378.23,752.89
7.30,264334.00,309378.42,753.13
7.40,264334.78,309378.62,753.37
7.50,264335.56,309378.81,753.62
7.60,264336.34,309379.00,753.87
7.70,264337.13,309379.20,754.11
7.80,264337.91,309379.39,754.34
7.90,264338.69,309379.59,754.57
8.00,264339.48,309379.78,754.80
8.10,264340.26,309379.98,755.03
8.20,264341.05,309380.17,755.25
8.30,264341.83,309380.36,755.49
8.40,264342.61,309380.56,755.72
8.50,264343.39,309380.75,755.95
8.60,264344.17,309380.94,756.18
8.70,264344.94,309381.14,756.40
8.80,264345.71,309381.34,756.63
8.90,264346.49,309381.53,756.85
9.00,264347.27,309381.73,757.07
9.10,264348.05,309381.92,757.30
9.20,264348.83,309382.12,757.52
9.30,264349.61,309382.32,757.75
9.40,264350.40,309382.51,757.96
9.50,264351.17,309382.71,758.18
9.60,264351.95,309382.91,758.39
9.70,264352.73,309383.11,758.61
9.80,264353.51,309383.31,758.82
9.90,264354.28,309383.51,759.03
10.00,264355.06,309383.71,759.25
10.10,264355.84,309383.91,759.47
10.20,264356.63,309384.12,759.69
10.30,264357.41,309384.32,759.92
10.40,264358.19,309384.52,760.16
10.50,264358.97,309384.71,760.41
10.60,264359.75,309384.91,760.66
10.70,264360.53,309385.10,760.90
10.80,264361.31,309385.29,761.14
10.90,264362.09,309385.48,761.39
11.00,264362.87,309385.68,761.63
11.10,264363.66,309385.87,761.87
11.20,264364.44,309386.07,762.11
11.30,264365.22,309386.26,762.36
11.40,264366.00,309386.46,762.61
11.50,264366.78,309386.65,762.85
11.60,264367.56,309386.85,763.09
11.70,264368.35,309387.04,763.33
11.80,264369.14,309387.23,763.57
11.90,264369.92,309387.41,763.80
12.00,264370.70,309387.61,764.04
12.10,264371.49,309387.80,764.27
12.20,264372.26,309388.00,764.50
12.30,264373.04,309388.20,764.73
12.40,264373.82,309388.40,764.95
12.50,264374.60,309388.60,765.18
12.60,264375.38,309388.81,765.40
12.70,264376.15,309389.01,765.62
12.80,264376.93,309389.23,765.85
12.90,264377.71,309389.44,766.08
13.00,264378.49,309389.65,766.31
13.10,264379.27,309389.85,766.55
13.20,264380.06,309390.05,766.78
13.30,264380.84,309390.25,767.01
13.40,264381.62,309390.44,767.23
13.50,264382.41,309390.64,767.45
13.60,264383.19,309390.84,767.68
13.70,264383.98,309391.04,767.90
13.80,264384.76,309391.24,768.13
13.90,264385.54,309391.44,768.36
14.00,264386.32,309391.64,768.59
14.10,264387.10,309391.84,768.81
14.20,264387.88,309392.03,769.04
14.30,264388.66,309392.23,769.27
14.40,264389.45,309392.42,769.50
14.50,264390.23,309392.61,769.74
14.60,264391.01,309392.81,769.97
14.70,264391.78,309393.00,770.21
14.80,264392.55,309393.19,770.44
14.90,264393.33,309393.39,770.68
15.00,264394.12,309393.58,770.92
15.10,264394.89,309393.78,771.15
15.20,264395.67,309393.98,771.39
15.30,264396.45,309394.18,771.62
15.40,264397.22,309394.38,771.84
15.50,264398.01,309394.58,772.06
15.60,264398.79,309394.77,772.28
15.70,264399.57,309394.97,772.50
15.80,264400.34,309395.16,772.73
15.90,264401.13,309395.37,772.96
16.00,264401.91,309395.57,773.18
16.10,264402.68,309395.77,773.39
16.20,264403.46,309395.97,773.60
16.30,264404.24,309396.17,773.82
16.40,264405.02,309396.36,774.02
16.50,264405.79,309396.56,774.22
16.60,264406.57,309396.76,774.41
16.70,264407.35,309396.96,774.60
16.80,264408.14,309397.15,774.78
16.90,264408.92,309397.34,774.96
17.00,264409.70,309397.54,775.14
17.10,264410.48,309397.73,775.33
17.20,264411.26,309397.93,775.51
17.30,264412.03,309398.13,775.69
17.40,264412.81,309398.32,775.87
17.50,264413.59,309398.52,776.06
17.60,264414.37,309398.73,776.24
17.70,264415.16,309398.93,776.41
17.80,264415.94,309399.14,776.59
17.90,264416.72,309399.34,776.75
18.00,264417.50,309399.55,776.92
18.10,264418.28,309399.75,777.10
18.20,264419.06,309399.96,777.27
18.30,264419.84,309400.16,777.44
18.40,264420.62,309400.36,777.62
18.50,264421.40,309400.56,777.79
18.60,264422.18,309400.77,777.97
18.70,264422.96,309400.97,778.15
18.80,264423.74,309401.16,778.32
18.90,264424.52,309401.36,778.50
19.00,264425.30,309401.56,778.67
19.10,264426.08,309401.76,778.85
19.20,264426.87,309401.97,779.02
19.30,264427.64,309402.17,779.18
19.40,264428.42,309402.38,779.34
19.50,264429.20,309402.58,779.49
19.60,264429.98,309402.79,779.64
19.70,264430.76,309403.00,779.79
19.80,264431.54,309403.19,779.93
19.90,264432.33,309403.39,780.07
20.00,264433.11,309403.59,780.21
20.10,264433.89,309403.78,780.35
20.20,264434.68,309403.97,780.48
20.30,264435.45,309404.15,780.61
20.40,264436.23,309404.35,780.73
20.50,264437.01,309404.54,780.84
