time,x,y,z
14.30,264298.92,309415.71,735.38
14.40,264298.90,309416.40,735.23
14.50,264298.90,309417.09,735.08
14.60,264298.90,309417.78,734.92
14.70,264298.89,309418.47,734.74
14.80,264298.88,309419.17,734.56
14.90,264298.87,309419.88,734.38
0.10,264300.00,309369.99,741.20
0.20,264300.00,309369.98,741.18
0.30,264300.01,309369.95,741.15
0.40,264300.01,309369.92,741.11
0.50,264300.02,309369.89,741.07
0.60,264300.02,309369.85,741.03
0.70,264300.02,309369.80,740.96
0.80,264300.00,309369.73,740.89
0.90,264299.97,309369.66,740.81
1.00,264299.94,309369.58,740.73
1.10,264299.91,309369.51,740.64
1.20,264299.88,309369.43,740.54
1.30,264299.85,309369.35,740.43
1.40,264299.82,309369.25,740.33
1.50,264299.80,309369.14,740.23
1.60,264299.77,309369.02,740.13
1.70,264299.72,309368.90,740.02
1.80,264299.66,309368.77,739.90
1.90,264299.60,309368.63,739.80
2.00,264299.54,309368.48,739.70
2.10,264299.48,309368.32,739.60
2.20,264299.41,309368.15,739.48
2.30,264299.34,309367.98,739.36
2.40,264299.25,309367.79,739.24
2.50,264299.16,309367.58,739.11
2.60,264299.06,309367.38,738.96
2.70,264298.95,309367.16,738.78
2.80,264298.85,309366.93,738.61
2.90,264298.74,309366.68,738.45
3.00,264298.63,309366.42,738.28
3.10,264298.50,309366.16,738.10
3.20,264298.36,309365.88,737.91
3.30,264298.22,309365.60,737.71
3.40,264298.07,309365.31,737.51
3.50,264297.94,309365.04,737.30
3.60,264297.81,309364.76,737.08
3.70,264297.68,309364.49,736.86
3.80,264297.55,309364.22,736.65
3.90,264297.42,309363.94,736.43
4.00,264297.29,309363.66,736.21
4.10,264297.16,309363.38,735.99
4.20,264297.02,309363.08,735.77
4.30,264296.88,309362.78,735.55
4.40,264296.74,309362.47,735.32
4.50,264296.59,309362.15,735.09
4.60,264296.42,309361.83,734.86
4.70,264296.25,309361.50,734.62
4.80,264296.06,309361.18,734.37
4.90,264295.88,309360.86,734.12
5.00,264295.69,309360.53,733.88
5.10,264295.49,309360.20,733.65
5.20,264295.28,309359.86,733.43
5.30,264295.07,309359.53,733.21
5.40,264294.86,309359.18,732.99
5.50,264294.64,309358.83,732.78
5.60,264294.42,309358.48,732.56
5.70,264294.21,309358.11,732.32
5.80,264293.99,309357.74,732.08
5.90,264293.78,309357.37,731.82
6.00,264293.56,309357.00,731.58
6.10,264293.35,309356.62,731.34
6.20,264293.13,309356.25,731.09
6.30,264292.93,309355.87,730.83
6.40,264292.74,309355.48,730.57
6.50,264292.55,309355.09,730.31
6.60,264292.35,309354.69,730.06
6.70,264292.17,309354.29,729.79
6.80,264291.98,309353.89,729.52
6.90,264291.79,309353.48,729.24
7.00,264291.60,309353.06,728.96
7.10,264291.42,309352.64,728.67
7.20,264291.23,309352.21,728.38
7.30,264291.06,309351.78,728.09
7.40,264290.88,309351.33,727.79
7.50,264290.69,309350.87,727.48
7.60,264290.49,309350.40,727.16
7.70,264290.30,309349.91,726.83
7.80,264290.09,309349.43,726.50
7.90,264289.88,309348.94,726.17
8.00,264289.67,309348.44,725.84
8.10,264289.45,309347.93,725.50
8.20,264289.23,309347.43,725.15
8.30,264288.99,309346.94,724.80
8.40,264288.74,309346.45,724.43
8.50,264288.50,309345.97,724.05
8.60,264288.26,309345.47,723.67
8.70,264288.01,309344.97,723.28
8.80,264287.76,309344.45,722.87
8.90,264287.51,309343.95,722.47
9.00,264287.25,309343.45,722.05
9.10,264286.98,309342.94,721.63
9.20,264286.71,309342.43,721.20
9.30,264286.43,309341.93,720.77
9.40,264286.15,309341.43,720.34
9.50,264285.86,309340.92,719.93
9.60,264285.57,309340.40,719.51
9.70,264285.27,309339.88,719.08
9.80,264284.97,309339.37,718.66
9.90,264284.66,309338.86,718.25
10.00,264284.35,309338.34,717.82
10.10,264284.04,309337.83,717.38
10.20,264283.71,309337.32,716.94
10.30,264283.38,309336.79,716.51
10.40,264283.05,309336.25,716.08
10.50,264282.70,309335.70,715.65
10.60,264282.36,309335.16,715.21
10.70,264282.01,309334.61,714.77
10.80,264281.65,309334.06,714.35
10.90,264281.30,309333.51,713.93
11.00,264280.95,309332.96,713.52
11.10,264280.59,309332.41,713.12
11.20,264280.23,309331.86,712.71
11.30,264279.86,309331.32,712.29
