time,x,y,z
7.90,264304.29,309355.32,728.78
8.00,264304.39,309354.94,728.50
8.10,264304.50,309354.56,728.20
8.20,264304.61,309354.18,727.90
8.30,264304.71,309353.80,727.59
8.40,264304.80,309353.41,727.29
8.50,264304.90,309353.01,727.00
8.60,264304.99,309352.61,726.70
8.70,264305.07,309352.20,726.39
8.80,264305.14,309351.77,726.06
8.90,264305.20,309351.35,725.72
9.00,264305.25,309350.92,725.36
9.10,264305.31,309350.49,724.99
9.20,264305.37,309350.05,724.62
9.30,264305.43,309349.63,724.25
9.40,264305.49,309349.21,723.89
9.50,264305.56,309348.79,723.52
0.10,264300.00,309370.00,741.20
0.20,264299.99,309369.98,741.18
0.30,264300.00,309369.95,741.16
0.40,264300.02,309369.90,741.14
0.50,264300.05,309369.86,741.11
0.60,264300.08,309369.83,741.08
0.70,264300.12,309369.80,741.04
0.80,264300.15,309369.76,741.00
0.90,264300.18,309369.72,740.95
1.00,264300.22,309369.68,740.89
1.10,264300.24,309369.62,740.83
1.20,264300.24,309369.56,740.76
1.30,264300.23,309369.50,740.69
1.40,264300.21,309369.44,740.63
1.50,264300.19,309369.40,740.57
1.60,264300.17,309369.36,740.50
1.70,264300.14,309369.31,740.42
1.80,264300.11,309369.26,740.32
1.90,264300.09,309369.20,740.22
2.00,264300.06,309369.14,740.12
2.10,264300.04,309369.08,740.01
2.20,264300.01,309369.01,739.90
2.30,264300.00,309368.95,739.79
2.40,264300.00,309368.89,739.66
2.50,264300.00,309368.83,739.52
2.60,264299.99,309368.77,739.37
2.70,264300.01,309368.71,739.21
2.80,264300.03,309368.65,739.04
2.90,264300.07,309368.59,738.86
3.00,264300.09,309368.52,738.67
3.10,264300.12,309368.46,738.48
3.20,264300.14,309368.41,738.29
3.30,264300.17,309368.37,738.08
3.40,264300.20,309368.33,737.86
3.50,264300.23,309368.30,737.62
3.60,264300.26,309368.25,737.37
3.70,264300.27,309368.20,737.11
3.80,264300.28,309368.15,736.84
3.90,264300.29,309368.09,736.57
4.00,264300.29,309368.02,736.30
4.10,264300.29,309367.95,736.02
4.20,264300.29,309367.88,735.75
4.30,264300.30,309367.81,735.47
4.40,264300.30,309367.73,735.19
4.50,264300.30,309367.65,734.90
4.60,264300.32,309367.56,734.63
4.70,264300.34,309367.48,734.36
4.80,264300.35,309367.41,734.08
4.90,264300.35,309367.34,733.80
5.00,264300.35,309367.27,733.54
5.10,264300.36,309367.21,733.28
5.20,264300.38,309367.13,733.03
5.30,264300.40,309367.06,732.79
5.40,264300.43,309366.98,732.55
5.50,264300.44,309366.90,732.32
5.60,264300.46,309366.83,732.09
5.70,264300.48,309366.75,731.86
5.80,264300.50,309366.68,731.63
5.90,264300.54,309366.61,731.38
6.00,264300.58,309366.54,731.14
6.10,264300.62,309366.48,730.91
6.20,264300.65,309366.42,730.69
6.30,264300.68,309366.35,730.48
