time,x,y,z
7.00,264324.19,309401.27,745.80
7.10,264324.69,309401.91,745.93
7.20,264325.19,309402.55,746.07
0.10,264299.99,309370.00,741.21
0.20,264299.97,309369.98,741.20
0.30,264299.94,309369.96,741.16
0.40,264299.90,309369.92,741.12
0.50,264299.84,309369.88,741.06
0.60,264299.76,309369.82,741.00
0.70,264299.67,309369.76,740.93
0.80,264299.57,309369.70,740.85
0.90,264299.46,309369.62,740.76
1.00,264299.34,309369.54,740.65
1.10,264299.22,309369.44,740.53
1.20,264299.08,309369.34,740.40
1.30,264298.94,309369.23,740.24
1.40,264298.78,309369.12,740.06
1.50,264298.61,309368.99,739.87
1.60,264298.41,309368.85,739.66
1.70,264298.21,309368.70,739.45
1.80,264298.00,309368.53,739.22
1.90,264297.77,309368.37,739.00
2.00,264297.54,309368.21,738.76
2.10,264297.30,309368.03,738.52
2.20,264297.06,309367.84,738.27
2.30,264296.81,309367.65,738.01
2.40,264296.56,309367.44,737.72
2.50,264296.30,309367.23,737.42
2.60,264296.03,309367.01,737.10
2.70,264295.74,309366.79,736.78
2.80,264295.43,309366.56,736.44
2.90,264295.11,309366.32,736.08
3.00,264294.77,309366.08,735.71
3.10,264294.42,309365.84,735.32
3.20,264294.04,309365.57,734.92
3.30,264293.65,309365.30,734.52
3.40,264293.23,309365.02,734.12
3.50,264292.79,309364.74,733.70
3.60,264292.33,309364.45,733.27
3.70,264291.87,309364.16,732.83
3.80,264291.39,309363.87,732.38
3.90,264290.91,309363.57,731.93
4.00,264290.42,309363.27,731.46
4.10,264289.91,309362.96,731.00
4.20,264289.39,309362.65,730.52
4.30,264288.88,309362.34,730.04
4.40,264288.35,309362.02,729.54
4.50,264287.79,309361.69,729.04
4.60,264287.23,309361.36,728.52
4.70,264286.65,309361.02,728.02
4.80,264286.05,309360.67,727.51
4.90,264285.43,309360.31,727.00
5.00,264284.79,309359.94,726.50
5.10,264284.13,309359.57,725.98
5.20,264283.47,309359.19,725.48
5.30,264282.80,309358.81,724.97
5.40,264282.11,309358.42,724.48
5.50,264281.41,309358.04,723.98
5.60,264280.71,309357.65,723.48
5.70,264280.00,309357.26,722.98
5.80,264279.30,309356.87,722.47
5.90,264278.60,309356.49,721.96
6.00,264277.89,309356.09,721.46
6.10,264277.18,309355.70,720.95
6.20,264276.48,309355.32,720.44
6.30,264275.77,309354.93,719.93
6.40,264275.06,309354.53,719.43
6.50,264274.36,309354.13,718.92
6.60,264273.66,309353.73,718.41
6.70,264272.95,309353.34,717.90
6.80,264272.25,309352.95,717.39
6.90,264271.54,309352.56,716.89
7.00,264270.84,309352.16,716.38
7.10,264270.13,309351.76,715.88
7.20,264269.43,309351.35,715.36
7.30,264268.73,309350.96,714.86
7.40,264268.02,309350.56,714.36
7.50,264267.31,309350.17,713.86
7.60,264266.60,309349.78,713.36
7.70,264265.89,309349.40,712.85
7.80,264265.17,309349.01,712.35
7.90,264264.47,309348.63,711.84
8.00,264263.76,309348.26,711.34
8.10,264263.04,309347.89,710.84
8.20,264262.32,309347.52,710.33
8.30,264261.60,309347.14,709.83
8.40,264260.88,309346.77,709.32
8.50,264260.15,309346.41,708.81
8.60,264259.43,309346.05,708.31
8.70,264258.71,309345.70,707.81
8.80,264257.99,309345.34,707.30
8.90,264257.28,309344.97,706.80
9.00,264256.57,309344.60,706.29
9.10,264255.86,309344.22,705.79
9.20,264255.15,309343.85,705.29
9.30,264254.44,309343.46,704.78
9.40,264253.73,309343.08,704.28
9.50,264253.02,309342.70,703.78
9.60,264252.30,309342.32,703.27
9.70,264251.59,309341.96,702.77
