time,x,y,z
5.20,264301.61,309378.86,735.59
5.30,264301.67,309379.14,735.40
5.40,264301.72,309379.44,735.21
5.50,264301.78,309379.74,735.00
5.60,264301.84,309380.04,734.79
5.70,264301.89,309380.35,734.58
5.80,264301.93,309380.67,734.37
5.90,264301.97,309380.99,734.18
6.00,264302.02,309381.31,733.98
6.10,264302.06,309381.65,733.77
6.20,264302.10,309381.99,733.56
6.30,264302.14,309382.34,733.34
6.40,264302.20,309382.69,733.13
6.50,264302.26,309383.05,732.91
6.60,264302.31,309383.41,732.69
6.70,264302.37,309383.77,732.45
6.80,264302.44,309384.12,732.22
6.90,264302.50,309384.49,731.99
0.10,264300.00,309370.00,741.20
0.20,264300.00,309370.01,741.20
0.30,264299.99,309370.03,741.20
0.40,264299.98,309370.04,741.19
0.50,264299.98,309370.06,741.18
0.60,264299.98,309370.07,741.17
0.70,264300.00,309370.09,741.16
0.80,264300.03,309370.12,741.16
0.90,264300.06,309370.17,741.17
1.00,264300.10,309370.21,741.16
1.10,264300.16,309370.25,741.15
1.20,264300.21,309370.31,741.14
1.30,264300.27,309370.36,741.11
1.40,264300.33,309370.42,741.09
1.50,264300.38,309370.48,741.06
1.60,264300.46,309370.55,741.03
1.70,264300.55,309370.63,740.99
1.80,264300.66,309370.73,740.96
1.90,264300.78,309370.83,740.94
2.00,264300.90,309370.94,740.93
2.10,264301.04,309371.05,740.92
2.20,264301.19,309371.17,740.92
2.30,264301.35,309371.29,740.92
2.40,264301.50,309371.41,740.91
2.50,264301.66,309371.54,740.89
2.60,264301.83,309371.69,740.87
2.70,264302.00,309371.84,740.84
2.80,264302.19,309371.99,740.82
2.90,264302.38,309372.15,740.79
3.00,264302.58,309372.34,740.75
3.10,264302.79,309372.52,740.72
3.20,264302.99,309372.70,740.68
3.30,264303.19,309372.89,740.64
3.40,264303.39,309373.07,740.58
3.50,264303.59,309373.27,740.53
3.60,264303.79,309373.47,740.48
3.70,264303.99,309373.68,740.42
3.80,264304.20,309373.90,740.38
3.90,264304.42,309374.12,740.33
4.00,264304.64,309374.35,740.28
4.10,264304.88,309374.58,740.22
4.20,264305.13,309374.82,740.15
4.30,264305.39,309375.07,740.07
4.40,264305.65,309375.31,739.99
4.50,264305.93,309375.56,739.90
4.60,264306.21,309375.81,739.81
4.70,264306.49,309376.08,739.70
4.80,264306.78,309376.37,739.60
4.90,264307.08,309376.68,739.49
5.00,264307.39,309377.01,739.38
5.10,264307.71,309377.33,739.27
5.20,264308.04,309377.66,739.16
5.30,264308.39,309378.00,739.05
5.40,264308.74,309378.35,738.94
5.50,264309.09,309378.70,738.83
5.60,264309.43,309379.06,738.71
5.70,264309.78,309379.42,738.59
5.80,264310.13,309379.77,738.46
5.90,264310.49,309380.12,738.33
6.00,264310.86,309380.48,738.20
6.10,264311.21,309380.86,738.07
6.20,264311.57,309381.24,737.94
