time,x,y,z
16.30,264190.27,309344.97,669.37
16.40,264189.47,309344.85,668.87
16.50,264188.67,309344.73,668.37
16.60,264187.87,309344.62,667.87
16.70,264187.07,309344.50,667.37
16.80,264186.27,309344.39,666.87
16.90,264185.47,309344.28,666.38
17.00,264184.68,309344.16,665.88
17.10,264183.88,309344.05,665.38
17.20,264183.08,309343.94,664.88
17.30,264182.28,309343.82,664.38
17.40,264181.48,309343.70,663.88
17.50,264180.68,309343.58,663.39
17.60,264179.89,309343.45,662.88
0.10,264299.99,309370.00,741.20
0.20,264299.96,309370.02,741.19
0.30,264299.91,309370.05,741.16
0.40,264299.84,309370.09,741.12
0.50,264299.76,309370.13,741.07
0.60,264299.65,309370.17,741.01
0.70,264299.52,309370.22,740.95
0.80,264299.36,309370.28,740.88
0.90,264299.19,309370.33,740.80
1.00,264298.98,309370.39,740.71
1.10,264298.76,309370.45,740.61
1.20,264298.50,309370.50,740.49
1.30,264298.22,309370.57,740.36
1.40,264297.93,309370.64,740.23
1.50,264297.61,309370.71,740.08
1.60,264297.26,309370.78,739.93
1.70,264296.91,309370.87,739.77
1.80,264296.53,309370.95,739.60
1.90,264296.13,309371.04,739.43
2.00,264295.71,309371.14,739.27
2.10,264295.26,309371.25,739.10
2.20,264294.78,309371.36,738.92
2.30,264294.29,309371.47,738.74
2.40,264293.77,309371.60,738.54
2.50,264293.23,309371.74,738.34
2.60,264292.67,309371.87,738.13
2.70,264292.11,309372.01,737.91
2.80,264291.52,309372.16,737.69
2.90,264290.91,309372.31,737.47
3.00,264290.28,309372.48,737.23
3.10,264289.62,309372.65,737.00
3.20,264288.93,309372.83,736.75
3.30,264288.22,309373.02,736.49
3.40,264287.49,309373.21,736.23
3.50,264286.74,309373.42,735.95
3.60,264285.96,309373.64,735.66
3.70,264285.18,309373.85,735.37
3.80,264284.40,309374.06,735.07
3.90,264283.61,309374.27,734.76
4.00,264282.82,309374.49,734.44
4.10,264282.04,309374.70,734.12
4.20,264281.26,309374.91,733.79
4.30,264280.48,309375.12,733.47
4.40,264279.69,309375.33,733.13
4.50,264278.91,309375.54,732.78
4.60,264278.13,309375.75,732.42
4.70,264277.35,309375.96,732.06
4.80,264276.56,309376.16,731.69
4.90,264275.77,309376.36,731.31
5.00,264274.98,309376.56,730.93
5.10,264274.20,309376.76,730.55
5.20,264273.41,309376.96,730.16
5.30,264272.62,309377.17,729.75
5.40,264271.84,309377.37,729.34
5.50,264271.06,309377.57,728.93
5.60,264270.27,309377.78,728.51
5.70,264269.49,309377.98,728.08
5.80,264268.70,309378.19,727.65
5.90,264267.91,309378.40,727.21
6.00,264267.13,309378.60,726.76
6.10,264266.34,309378.81,726.31
6.20,264265.56,309379.02,725.85
6.30,264264.78,309379.22,725.39
6.40,264263.99,309379.42,724.91
6.50,264263.20,309379.62,724.42
6.60,264262.41,309379.81,723.92
6.70,264261.63,309380.01,723.43
6.80,264260.84,309380.22,722.93
6.90,264260.05,309380.42,722.43
7.00,264259.27,309380.62,721.93
7.10,264258.49,309380.82,721.42
7.20,264257.70,309381.02,720.92
7.30,264256.91,309381.21,720.42
7.40,264256.12,309381.40,719.92
7.50,264255.33,309381.59,719.41
7.60,264254.53,309381.77,718.91
7.70,264253.74,309381.95,718.40
7.80,264252.94,309382.12,717.90
7.90,264252.15,309382.29,717.40
8.00,264251.36,309382.46,716.89
8.10,264250.56,309382.63,716.39
8.20,264249.77,309382.80,715.88
8.30,264248.98,309382.97,715.38
8.40,264248.18,309383.14,714.88
8.50,264247.39,309383.30,714.38
8.60,264246.60,309383.47,713.87
8.70,264245.81,309383.63,713.37
8.80,264245.02,309383.80,712.86
8.90,264244.23,309383.98,712.36
9.00,264243.44,309384.16,711.87
9.10,264242.66,309384.34,711.36
9.20,264241.87,309384.51,710.86
9.30,264241.07,309384.69,710.36
9.40,264240.28,309384.87,709.86
9.50,264239.49,309385.05,709.36
9.60,264238.70,309385.23,708.86
9.70,264237.91,309385.41,708.35
9.80,264237.12,309385.60,707.86
9.90,264236.34,309385.79,707.35
10.00,264235.54,309385.98,706.85
10.10,264234.75,309386.17,706.35
10.20,264233.96,309386.36,705.85
10.30,264233.17,309386.54,705.34
10.40,264232.39,309386.73,704.84
10.50,264231.60,309386.93,704.34
10.60,264230.81,309387.12,703.83
