time,x,y,z
6.00,264320.67,309384.89,740.53
6.10,264321.36,309385.32,740.52
6.20,264322.03,309385.75,740.52
6.30,264322.71,309386.19,740.53
6.40,264323.39,309386.63,740.52
6.50,264324.07,309387.07,740.52
6.60,264324.75,309387.51,740.51
0.10,264300.00,309370.01,741.21
0.20,264300.00,309370.02,741.21
0.30,264299.99,309370.05,741.22
0.40,264299.98,309370.09,741.22
0.50,264299.97,309370.15,741.22
0.60,264299.97,309370.22,741.23
0.70,264299.96,309370.30,741.25
0.80,264299.94,309370.40,741.28
0.90,264299.92,309370.52,741.32
1.00,264299.89,309370.65,741.35
1.10,264299.88,309370.80,741.39
1.20,264299.86,309370.97,741.42
1.30,264299.84,309371.16,741.46
1.40,264299.83,309371.36,741.48
1.50,264299.81,309371.58,741.50
1.60,264299.80,309371.81,741.53
1.70,264299.77,309372.06,741.56
1.80,264299.75,309372.31,741.58
1.90,264299.72,309372.58,741.60
2.00,264299.70,309372.86,741.62
2.10,264299.67,309373.16,741.64
2.20,264299.65,309373.47,741.67
2.30,264299.63,309373.80,741.71
2.40,264299.61,309374.13,741.75
2.50,264299.59,309374.49,741.79
2.60,264299.58,309374.86,741.83
2.70,264299.58,309375.24,741.86
2.80,264299.58,309375.63,741.90
2.90,264299.59,309376.04,741.94
3.00,264299.60,309376.45,741.98
3.10,264299.62,309376.87,742.03
3.20,264299.66,309377.29,742.09
3.30,264299.71,309377.72,742.15
3.40,264299.76,309378.17,742.22
3.50,264299.82,309378.63,742.28
3.60,264299.89,309379.10,742.35
3.70,264299.97,309379.59,742.42
3.80,264300.06,309380.10,742.49
3.90,264300.16,309380.64,742.58
4.00,264300.28,309381.18,742.67
4.10,264300.43,309381.74,742.76
4.20,264300.59,309382.31,742.85
4.30,264300.77,309382.90,742.94
4.40,264300.95,309383.50,743.04
4.50,264301.14,309384.13,743.14
4.60,264301.34,309384.76,743.25
4.70,264301.54,309385.40,743.36
4.80,264301.76,309386.06,743.48
4.90,264302.00,309386.72,743.60
5.00,264302.25,309387.40,743.72
5.10,264302.51,309388.09,743.83
5.20,264302.78,309388.80,743.94
5.30,264303.08,309389.52,744.05
5.40,264303.38,309390.24,744.16
5.50,264303.71,309390.96,744.27
5.60,264304.05,309391.70,744.38
5.70,264304.40,309392.42,744.50
5.80,264304.76,309393.15,744.61
5.90,264305.14,309393.86,744.72
6.00,264305.52,309394.58,744.83
6.10,264305.91,309395.29,744.94
6.20,264306.29,309396.00,745.05
6.30,264306.68,309396.71,745.16
6.40,264307.07,309397.42,745.28
6.50,264307.46,309398.12,745.39
6.60,264307.86,309398.83,745.51
6.70,264308.27,309399.52,745.63
6.80,264308.69,309400.21,745.74
6.90,264309.10,309400.90,745.86
7.00,264309.52,309401.59,745.97
7.10,264309.94,309402.28,746.09
7.20,264310.37,309402.96,746.21
7.30,264310.80,309403.65,746.33
7.40,264311.23,309404.33,746.45
7.50,264311.65,309405.01,746.58
7.60,264312.08,309405.69,746.71
7.70,264312.52,309406.38,746.83
7.80,264312.96,309407.05,746.95
7.90,264313.41,309407.73,747.08
8.00,264313.86,309408.40,747.20
8.10,264314.32,309409.06,747.33
8.20,264314.78,309409.73,747.47
8.30,264315.25,309410.39,747.61
8.40,264315.71,309411.04,747.74
8.50,264316.18,309411.70,747.88
8.60,264316.65,309412.36,748.02
8.70,264317.12,309413.02,748.16
8.80,264317.58,309413.68,748.30
8.90,264318.06,309414.33,748.44
9.00,264318.54,309414.98,748.58
9.10,264319.02,309415.63,748.72
9.20,264319.50,309416.27,748.85
9.30,264319.99,309416.91,748.97
