time,x,y,z
6.40,264310.53,309376.66,739.34
6.50,264310.87,309376.85,739.25
6.60,264311.22,309377.04,739.15
6.70,264311.57,309377.25,739.04
6.80,264311.92,309377.46,738.95
6.90,264312.27,309377.68,738.84
7.00,264312.63,309377.89,738.75
7.10,264313.00,309378.11,738.65
7.20,264313.36,309378.32,738.54
7.30,264313.71,309378.54,738.41
7.40,264314.07,309378.76,738.28
7.50,264314.44,309378.98,738.15
7.60,264314.80,309379.19,738.01
7.70,264315.17,309379.42,737.86
7.80,264315.54,309379.64,737.72
7.90,264315.93,309379.87,737.57
8.00,264316.33,309380.09,737.43
8.10,264316.74,309380.31,737.29
0.10,264300.00,309370.00,741.21
0.20,264299.98,309370.01,741.20
0.30,264299.95,309370.02,741.18
0.40,264299.90,309370.04,741.17
0.50,264299.85,309370.07,741.15
0.60,264299.78,309370.10,741.13
0.70,264299.71,309370.14,741.10
0.80,264299.63,309370.18,741.06
0.90,264299.52,309370.23,741.02
1.00,264299.40,309370.29,740.99
1.10,264299.27,309370.36,740.96
1.20,264299.12,309370.42,740.93
1.30,264298.95,309370.50,740.89
1.40,264298.77,309370.57,740.85
1.50,264298.57,309370.65,740.81
1.60,264298.36,309370.73,740.77
1.70,264298.13,309370.81,740.72
1.80,264297.89,309370.92,740.66
1.90,264297.63,309371.04,740.58
2.00,264297.33,309371.17,740.50
2.10,264297.03,309371.31,740.40
2.20,264296.73,309371.46,740.30
2.30,264296.41,309371.61,740.20
2.40,264296.08,309371.75,740.09
2.50,264295.75,309371.90,739.97
2.60,264295.40,309372.05,739.85
2.70,264295.04,309372.22,739.72
2.80,264294.67,309372.39,739.58
2.90,264294.30,309372.57,739.44
3.00,264293.93,309372.76,739.29
3.10,264293.55,309372.97,739.14
3.20,264293.18,309373.20,738.98
3.30,264292.80,309373.43,738.83
3.40,264292.41,309373.66,738.68
3.50,264292.01,309373.91,738.54
3.60,264291.59,309374.17,738.39
3.70,264291.17,309374.43,738.24
3.80,264290.74,309374.68,738.08
3.90,264290.31,309374.94,737.91
4.00,264289.88,309375.22,737.74
4.10,264289.43,309375.52,737.56
4.20,264288.96,309375.82,737.38
4.30,264288.48,309376.14,737.19
4.40,264287.99,309376.46,737.01
4.50,264287.50,309376.80,736.81
4.60,264286.99,309377.14,736.59
4.70,264286.47,309377.48,736.36
4.80,264285.94,309377.83,736.12
4.90,264285.40,309378.19,735.88
5.00,264284.85,309378.56,735.66
5.10,264284.29,309378.92,735.44
5.20,264283.73,309379.29,735.22
5.30,264283.16,309379.68,735.00
5.40,264282.59,309380.07,734.77
5.50,264282.00,309380.48,734.54
5.60,264281.40,309380.90,734.31
5.70,264280.79,309381.34,734.06
5.80,264280.17,309381.77,733.81
5.90,264279.53,309382.21,733.56
6.00,264278.88,309382.66,733.30
6.10,264278.23,309383.11,733.03
6.20,264277.57,309383.56,732.75
6.30,264276.91,309384.01,732.46
6.40,264276.24,309384.47,732.15
6.50,264275.58,309384.92,731.85
6.60,264274.92,309385.37,731.54
6.70,264274.26,309385.83,731.21
6.80,264273.59,309386.29,730.88
6.90,264272.94,309386.74,730.55
7.00,264272.27,309387.20,730.23
7.10,264271.61,309387.65,729.91
7.20,264270.94,309388.10,729.57
7.30,264270.26,309388.54,729.22
7.40,264269.59,309388.98,728.87
7.50,264268.91,309389.41,728.52
7.60,264268.24,309389.86,728.15
7.70,264267.56,309390.30,727.78
7.80,264266.89,309390.74,727.42
7.90,264266.22,309391.19,727.04
8.00,264265.55,309391.63,726.66
8.10,264264.88,309392.07,726.27
8.20,264264.21,309392.52,725.88
8.30,264263.53,309392.96,725.48
8.40,264262.86,309393.40,725.06
8.50,264262.19,309393.84,724.64
8.60,264261.52,309394.28,724.22
8.70,264260.85,309394.73,723.79
8.80,264260.20,309395.18,723.36
8.90,264259.54,309395.63,722.91
9.00,264258.89,309396.09,722.46
9.10,264258.24,309396.57,721.99
9.20,264257.59,309397.05,721.51
9.30,264256.94,309397.52,721.03
9.40,264256.28,309397.99,720.53
9.50,264255.63,309398.46,720.03
9.60,264254.98,309398.93,719.52
9.70,264254.34,309399.41,719.02
9.80,264253.69,309399.90,718.54
9.90,264253.04,309400.38,718.06
10.00,264252.40,309400.86,717.58
10.10,264251.75,309401.33,717.09
10.20,264251.09,309401.80,716.61
10.30,264250.43,309402.26,716.11
10.40,264249.77,309402.71,715.61
10.50,264249.10,309403.17,715.11
10.60,264248.44,309403.63,714.60
10.70,264247.78,309404.08,714.10
10.80,264247.12,309404.52,713.61
10.90,264246.45,309404.97,713.11
11.00,264245.78,309405.41,712.61
11.10,264245.11,309405.85,712.12
11.20,264244.44,309406.28,711.62
11.30,264243.76,309406.71,711.12
11.40,264243.09,309407.13,710.62
11.50,264242.41,309407.55,710.12
11.60,264241.73,309407.96,709.62
11.70,264241.04,309408.36,709.12
11.80,264240.35,309408.77,708.62
11.90,264239.66,309409.18,708.12
12.00,264238.97,309409.60,707.63
12.10,264238.28,309410.01,707.15
12.20,264237.60,309410.43,706.66
