time,x,y,z
4.90,264311.35,309376.65,736.87
5.00,264311.83,309376.95,736.73
5.10,264312.32,309377.24,736.59
5.20,264312.82,309377.53,736.47
5.30,264313.33,309377.83,736.34
5.40,264313.86,309378.13,736.22
5.50,264314.40,309378.44,736.10
0.10,264299.99,309370.00,741.21
0.20,264299.98,309370.02,741.21
0.30,264299.97,309370.03,741.20
0.40,264299.97,309370.05,741.18
0.50,264299.96,309370.06,741.15
0.60,264299.96,309370.08,741.12
0.70,264299.96,309370.11,741.09
0.80,264299.97,309370.14,741.06
0.90,264299.98,309370.19,741.03
1.00,264300.00,309370.24,740.99
1.10,264300.02,309370.29,740.96
1.20,264300.04,309370.36,740.93
1.30,264300.07,309370.43,740.89
1.40,264300.10,309370.51,740.84
1.50,264300.14,309370.59,740.78
1.60,264300.17,309370.69,740.71
1.70,264300.20,309370.79,740.65
1.80,264300.21,309370.92,740.59
1.90,264300.22,309371.05,740.53
2.00,264300.24,309371.20,740.46
2.10,264300.27,309371.36,740.38
2.20,264300.31,309371.53,740.29
2.30,264300.34,309371.70,740.19
2.40,264300.38,309371.89,740.07
2.50,264300.40,309372.08,739.94
2.60,264300.43,309372.28,739.82
2.70,264300.45,309372.49,739.71
2.80,264300.49,309372.70,739.59
2.90,264300.53,309372.91,739.48
3.00,264300.58,309373.14,739.37
3.10,264300.62,309373.36,739.27
3.20,264300.66,309373.58,739.16
3.30,264300.70,309373.81,739.05
3.40,264300.74,309374.06,738.93
3.50,264300.77,309374.31,738.80
3.60,264300.80,309374.56,738.67
3.70,264300.83,309374.83,738.55
3.80,264300.87,309375.10,738.42
3.90,264300.91,309375.38,738.28
4.00,264300.94,309375.68,738.13
4.10,264300.97,309375.99,737.96
4.20,264301.00,309376.31,737.78
4.30,264301.05,309376.64,737.61
4.40,264301.10,309376.97,737.45
4.50,264301.14,309377.30,737.28
4.60,264301.20,309377.64,737.12
4.70,264301.24,309377.99,736.94
4.80,264301.29,309378.34,736.75
4.90,264301.34,309378.69,736.56
5.00,264301.39,309379.07,736.36
5.10,264301.44,309379.45,736.15
5.20,264301.49,309379.83,735.95
5.30,264301.53,309380.22,735.76
