time,x,y,z
18.40,264428.94,309397.38,775.67
18.50,264429.74,309397.44,776.08
18.60,264430.54,309397.50,776.48
18.70,264431.35,309397.57,776.89
18.80,264432.15,309397.63,777.30
18.90,264432.95,309397.69,777.70
19.00,264433.76,309397.75,778.09
19.10,264434.56,309397.82,778.48
19.20,264435.37,309397.89,778.86
19.30,264436.17,309397.95,779.23
19.40,264436.97,309398.02,779.60
19.50,264437.78,309398.08,779.97
19.60,264438.58,309398.15,780.35
19.70,264439.39,309398.22,780.72
0.10,264300.01,309370.01,741.21
0.20,264300.03,309370.02,741.22
0.30,264300.08,309370.04,741.25
0.40,264300.16,309370.07,741.28
0.50,264300.24,309370.10,741.31
0.60,264300.36,309370.13,741.34
0.70,264300.49,309370.18,741.36
0.80,264300.64,309370.22,741.40
0.90,264300.81,309370.27,741.45
1.00,264301.00,309370.32,741.51
1.10,264301.20,309370.38,741.57
1.20,264301.40,309370.43,741.64
1.30,264301.62,309370.49,741.72
1.40,264301.85,309370.56,741.80
1.50,264302.10,309370.63,741.88
1.60,264302.36,309370.71,741.96
1.70,264302.65,309370.81,742.04
1.80,264302.96,309370.90,742.13
1.90,264303.27,309371.00,742.21
2.00,264303.59,309371.10,742.28
2.10,264303.93,309371.21,742.36
2.20,264304.28,309371.33,742.45
2.30,264304.66,309371.46,742.54
2.40,264305.06,309371.59,742.63
2.50,264305.47,309371.72,742.73
2.60,264305.87,309371.86,742.82
2.70,264306.29,309372.01,742.92
2.80,264306.73,309372.17,743.02
2.90,264307.18,309372.33,743.13
3.00,264307.64,309372.50,743.25
3.10,264308.12,309372.68,743.39
3.20,264308.61,309372.87,743.54
3.30,264309.13,309373.08,743.70
3.40,264309.66,309373.30,743.87
3.50,264310.21,309373.52,744.03
3.60,264310.77,309373.75,744.19
3.70,264311.35,309373.98,744.35
3.80,264311.94,309374.23,744.52
3.90,264312.55,309374.49,744.70
4.00,264313.17,309374.75,744.88
4.10,264313.81,309375.01,745.07
4.20,264314.47,309375.27,745.26
4.30,264315.13,309375.53,745.48
4.40,264315.82,309375.80,745.71
4.50,264316.51,309376.08,745.96
4.60,264317.21,309376.36,746.22
4.70,264317.94,309376.65,746.49
4.80,264318.69,309376.92,746.76
4.90,264319.45,309377.20,747.02
5.00,264320.21,309377.48,747.29
5.10,264320.97,309377.76,747.55
5.20,264321.72,309378.05,747.82
5.30,264322.47,309378.33,748.08
5.40,264323.23,309378.61,748.34
5.50,264323.99,309378.89,748.58
5.60,264324.75,309379.17,748.82
5.70,264325.51,309379.46,749.07
5.80,264326.26,309379.75,749.32
5.90,264327.01,309380.04,749.56
6.00,264327.76,309380.34,749.81
6.10,264328.52,309380.64,750.05
6.20,264329.27,309380.94,750.28
6.30,264330.02,309381.23,750.51
6.40,264330.78,309381.52,750.74
6.50,264331.54,309381.80,750.98
6.60,264332.29,309382.08,751.22
6.70,264333.05,309382.36,751.46
6.80,264333.82,309382.62,751.69
6.90,264334.58,309382.88,751.92
7.00,264335.36,309383.13,752.14
7.10,264336.13,309383.39,752.37
7.20,264336.90,309383.64,752.60
7.30,264337.66,309383.89,752.82
7.40,264338.43,309384.13,753.04
7.50,264339.21,309384.37,753.27
7.60,264339.98,309384.62,753.50
7.70,264340.75,309384.87,753.73
7.80,264341.52,309385.11,753.95
7.90,264342.29,309385.37,754.17
8.00,264343.05,309385.63,754.39
8.10,264343.81,309385.89,754.62
8.20,264344.58,309386.15,754.86
8.30,264345.34,309386.41,755.11
8.40,264346.10,309386.66,755.37
8.50,264346.85,309386.92,755.62
8.60,264347.61,309387.18,755.86
8.70,264348.37,309387.44,756.11
8.80,264349.15,309387.69,756.36
8.90,264349.91,309387.94,756.62
9.00,264350.68,309388.19,756.88
9.10,264351.44,309388.45,757.12
9.20,264352.21,309388.71,757.36
9.30,264352.98,309388.98,757.60
9.40,264353.74,309389.24,757.82
9.50,264354.51,309389.50,758.03
9.60,264355.27,309389.76,758.24
9.70,264356.04,309390.02,758.44
