time,x,y,z
9.90,264348.09,309407.60,757.48
10.00,264348.74,309408.08,757.64
10.10,264349.37,309408.57,757.81
0.10,264300.01,309370.00,741.21
0.20,264300.03,309370.00,741.21
0.30,264300.06,309370.01,741.21
0.40,264300.09,309370.01,741.21
0.50,264300.13,309370.01,741.22
0.60,264300.18,309370.02,741.22
0.70,264300.25,309370.02,741.22
0.80,264300.33,309370.02,741.22
0.90,264300.42,309370.02,741.20
1.00,264300.52,309370.03,741.19
1.10,264300.62,309370.04,741.18
1.20,264300.72,309370.05,741.17
1.30,264300.82,309370.07,741.16
1.40,264300.93,309370.08,741.15
1.50,264301.04,309370.10,741.14
1.60,264301.16,309370.12,741.13
1.70,264301.29,309370.13,741.13
1.80,264301.45,309370.15,741.14
1.90,264301.61,309370.17,741.14
2.00,264301.79,309370.19,741.15
2.10,264301.97,309370.22,741.14
2.20,264302.15,309370.24,741.15
2.30,264302.34,309370.26,741.15
2.40,264302.54,309370.29,741.14
2.50,264302.75,309370.31,741.13
2.60,264302.95,309370.33,741.12
2.70,264303.15,309370.35,741.11
2.80,264303.35,309370.37,741.10
2.90,264303.56,309370.38,741.08
3.00,264303.78,309370.38,741.06
3.10,264304.00,309370.39,741.04
3.20,264304.22,309370.39,741.01
3.30,264304.46,309370.40,740.98
3.40,264304.70,309370.40,740.95
3.50,264304.96,309370.39,740.92
3.60,264305.21,309370.39,740.87
3.70,264305.47,309370.39,740.83
3.80,264305.73,309370.40,740.78
3.90,264306.00,309370.40,740.73
4.00,264306.27,309370.40,740.67
4.10,264306.56,309370.40,740.62
4.20,264306.84,309370.40,740.58
4.30,264307.15,309370.40,740.53
4.40,264307.45,309370.40,740.47
4.50,264307.77,309370.40,740.42
4.60,264308.09,309370.40,740.38
4.70,264308.42,309370.40,740.34
4.80,264308.76,309370.40,740.30
4.90,264309.10,309370.40,740.26
5.00,264309.44,309370.40,740.22
5.10,264309.79,309370.39,740.18
5.20,264310.14,309370.39,740.13
5.30,264310.49,309370.39,740.08
5.40,264310.84,309370.37,740.03
5.50,264311.18,309370.36,739.98
5.60,264311.53,309370.35,739.93
5.70,264311.89,309370.34,739.87
5.80,264312.25,309370.33,739.81
5.90,264312.62,309370.33,739.75
6.00,264313.00,309370.32,739.69
6.10,264313.37,309370.31,739.63
6.20,264313.74,309370.30,739.56
6.30,264314.11,309370.29,739.51
6.40,264314.48,309370.29,739.44
6.50,264314.86,309370.28,739.37
6.60,264315.24,309370.28,739.30
6.70,264315.63,309370.27,739.23
6.80,264316.04,309370.26,739.15
6.90,264316.45,309370.25,739.07
7.00,264316.86,309370.24,738.98
7.10,264317.28,309370.23,738.88
7.20,264317.70,309370.22,738.78
7.30,264318.13,309370.20,738.68
7.40,264318.55,309370.19,738.57
7.50,264318.97,309370.17,738.46
7.60,264319.40,309370.16,738.34
7.70,264319.83,309370.15,738.22
