time,x,y,z
9.90,264310.10,309376.24,735.10
10.00,264310.31,309376.40,734.94
0.10,264300.01,309370.00,741.20
0.20,264300.02,309369.99,741.17
0.30,264300.05,309369.97,741.13
0.40,264300.06,309369.96,741.08
0.50,264300.07,309369.93,741.01
0.60,264300.09,309369.91,740.95
0.70,264300.11,309369.88,740.89
0.80,264300.12,309369.86,740.81
0.90,264300.13,309369.85,740.73
1.00,264300.14,309369.84,740.65
1.10,264300.15,309369.83,740.57
1.20,264300.17,309369.82,740.48
1.30,264300.18,309369.80,740.39
1.40,264300.18,309369.77,740.29
1.50,264300.18,309369.73,740.17
1.60,264300.18,309369.68,740.06
1.70,264300.19,309369.62,739.93
1.80,264300.22,309369.55,739.79
1.90,264300.25,309369.47,739.64
2.00,264300.28,309369.39,739.48
2.10,264300.31,309369.30,739.31
2.20,264300.34,309369.22,739.14
2.30,264300.37,309369.14,738.94
2.40,264300.40,309369.06,738.74
2.50,264300.41,309368.98,738.54
2.60,264300.43,309368.90,738.35
2.70,264300.44,309368.81,738.14
2.80,264300.46,309368.70,737.92
2.90,264300.47,309368.59,737.69
3.00,264300.48,309368.46,737.45
3.10,264300.49,309368.32,737.21
3.20,264300.49,309368.17,736.95
3.30,264300.48,309368.03,736.68
3.40,264300.47,309367.88,736.39
3.50,264300.46,309367.75,736.09
3.60,264300.44,309367.63,735.78
3.70,264300.42,309367.50,735.46
3.80,264300.41,309367.36,735.12
