time,x,y,z
17.90,264255.66,309283.73,680.17
18.00,264255.07,309283.47,679.92
18.10,264254.48,309283.23,679.68
18.20,264253.88,309283.02,679.43
18.30,264253.27,309282.83,679.17
0.10,264299.99,309369.99,741.20
0.20,264299.96,309369.99,741.17
0.30,264299.93,309369.99,741.14
0.40,264299.91,309370.00,741.09
0.50,264299.90,309369.99,741.04
0.60,264299.89,309369.96,741.00
0.70,264299.90,309369.92,740.94
0.80,264299.91,309369.89,740.89
0.90,264299.91,309369.85,740.83
1.00,264299.90,309369.81,740.76
1.10,264299.88,309369.78,740.69
1.20,264299.84,309369.78,740.63
1.30,264299.77,309369.79,740.57
1.40,264299.71,309369.82,740.53
1.50,264299.66,309369.85,740.50
1.60,264299.60,309369.88,740.48
1.70,264299.53,309369.89,740.45
1.80,264299.42,309369.89,740.41
1.90,264299.33,309369.90,740.37
2.00,264299.23,309369.89,740.33
2.10,264299.13,309369.89,740.27
2.20,264299.04,309369.90,740.20
2.30,264298.98,309369.92,740.14
2.40,264298.92,309369.92,740.07
2.50,264298.83,309369.90,740.00
2.60,264298.74,309369.85,739.93
2.70,264298.64,309369.79,739.86
2.80,264298.55,309369.71,739.76
2.90,264298.47,309369.61,739.66
3.00,264298.38,309369.49,739.56
3.10,264298.31,309369.35,739.46
3.20,264298.24,309369.21,739.36
3.30,264298.17,309369.06,739.24
3.40,264298.10,309368.90,739.11
3.50,264298.05,309368.72,738.96
3.60,264298.01,309368.53,738.80
3.70,264297.98,309368.34,738.63
3.80,264297.97,309368.15,738.45
3.90,264297.98,309367.95,738.28
4.00,264297.97,309367.75,738.11
4.10,264297.95,309367.56,737.94
4.20,264297.94,309367.38,737.77
4.30,264297.94,309367.20,737.62
4.40,264297.93,309367.03,737.49
4.50,264297.91,309366.84,737.34
4.60,264297.89,309366.64,737.19
4.70,264297.88,309366.43,737.07
4.80,264297.86,309366.20,736.94
4.90,264297.84,309365.96,736.80
5.00,264297.81,309365.70,736.64
5.10,264297.76,309365.44,736.47
5.20,264297.70,309365.17,736.30
5.30,264297.63,309364.88,736.11
5.40,264297.57,309364.57,735.93
5.50,264297.49,309364.26,735.73
5.60,264297.39,309363.94,735.52
5.70,264297.28,309363.61,735.30
5.80,264297.17,309363.26,735.08
5.90,264297.07,309362.89,734.85
6.00,264296.97,309362.52,734.61
6.10,264296.87,309362.13,734.38
6.20,264296.75,309361.76,734.13
6.30,264296.64,309361.39,733.87
6.40,264296.54,309361.04,733.61
6.50,264296.43,309360.69,733.34
6.60,264296.32,309360.34,733.07
6.70,264296.21,309360.00,732.79
6.80,264296.08,309359.66,732.52
6.90,264295.95,309359.31,732.26
7.00,264295.80,309358.96,731.98
7.10,264295.66,309358.64,731.69
7.20,264295.52,309358.32,731.40
7.30,264295.40,309357.99,731.12
7.40,264295.28,309357.65,730.86
7.50,264295.16,309357.28,730.59
7.60,264295.03,309356.91,730.31
7.70,264294.90,309356.53,730.04
7.80,264294.77,309356.12,729.77
7.90,264294.63,309355.70,729.49
8.00,264294.52,309355.26,729.21
8.10,264294.41,309354.80,728.93
8.20,264294.30,309354.32,728.63
8.30,264294.17,309353.82,728.32
8.40,264294.03,309353.30,728.02
8.50,264293.87,309352.79,727.72
8.60,264293.70,309352.29,727.42
8.70,264293.53,309351.77,727.11
8.80,264293.36,309351.24,726.79
8.90,264293.18,309350.69,726.48
9.00,264292.99,309350.13,726.16
9.10,264292.80,309349.57,725.82
9.20,264292.59,309349.01,725.46
9.30,264292.36,309348.43,725.09
9.40,264292.13,309347.85,724.72
9.50,264291.89,309347.25,724.34
9.60,264291.66,309346.64,723.93
9.70,264291.43,309346.01,723.51
9.80,264291.20,309345.36,723.10
9.90,264290.97,309344.69,722.68
10.00,264290.73,309344.01,722.26
10.10,264290.48,309343.32,721.84
10.20,264290.21,309342.62,721.42
10.30,264289.94,309341.91,721.00
10.40,264289.68,309341.19,720.57
10.50,264289.41,309340.44,720.14
10.60,264289.13,309339.68,719.70
10.70,264288.84,309338.92,719.26
10.80,264288.56,309338.16,718.83
10.90,264288.31,309337.40,718.41
11.00,264288.08,309336.63,717.99
11.10,264287.84,309335.87,717.55
11.20,264287.59,309335.10,717.09
11.30,264287.35,309334.34,716.62
11.40,264287.11,309333.58,716.13
11.50,264286.85,309332.81,715.63
11.60,264286.59,309332.04,715.12
11.70,264286.33,309331.27,714.61
11.80,264286.04,309330.52,714.12
11.90,264285.75,309329.77,713.63
12.00,264285.45,309329.02,713.13
12.10,264285.14,309328.28,712.62
12.20,264284.82,309327.54,712.11
12.30,264284.49,309326.81,711.61
12.40,264284.15,309326.10,711.10
12.50,264283.80,309325.40,710.60
12.60,264283.42,309324.70,710.11
12.70,264283.05,309323.98,709.62
12.80,264282.70,309323.27,709.12
12.90,264282.33,309322.56,708.63
13.00,264281.95,309321.86,708.14
13.10,264281.55,309321.17,707.64
13.20,264281.16,309320.48,707.14
13.30,264280.78,309319.78,706.64
13.40,264280.42,309319.09,706.14
13.50,264280.04,309318.41,705.65
