time,x,y,z
3.50,264299.46,309378.21,733.18
3.60,264299.60,309378.62,732.88
3.70,264299.76,309379.04,732.56
3.80,264299.93,309379.47,732.24
3.90,264300.11,309379.92,731.91
0.10,264299.99,309370.01,741.20
0.20,264299.96,309370.04,741.16
0.30,264299.90,309370.10,741.09
0.40,264299.81,309370.19,741.00
0.50,264299.73,309370.30,740.88
0.60,264299.63,309370.44,740.74
0.70,264299.53,309370.59,740.58
0.80,264299.42,309370.77,740.41
0.90,264299.31,309370.96,740.23
1.00,264299.19,309371.17,740.04
1.10,264299.08,309371.40,739.83
1.20,264298.98,309371.64,739.61
1.30,264298.88,309371.88,739.37
1.40,264298.80,309372.14,739.13
1.50,264298.73,309372.40,738.89
1.60,264298.67,309372.67,738.63
1.70,264298.61,309372.95,738.38
1.80,264298.57,309373.24,738.12
1.90,264298.54,309373.53,737.85
2.00,264298.52,309373.83,737.59
2.10,264298.52,309374.13,737.31
2.20,264298.52,309374.43,737.03
2.30,264298.52,309374.75,736.74
2.40,264298.54,309375.07,736.44
2.50,264298.57,309375.39,736.14
2.60,264298.60,309375.71,735.82
2.70,264298.64,309376.04,735.50
2.80,264298.69,309376.37,735.18
2.90,264298.75,309376.70,734.85
3.00,264298.81,309377.04,734.52
3.10,264298.88,309377.39,734.18
3.20,264298.95,309377.73,733.84
3.30,264299.04,309378.08,733.49
3.40,264299.13,309378.43,733.14
3.50,264299.23,309378.79,732.78
