episode,return,length,timesteps
0,64.49173736572266,1256,1256
1,27.760316848754883,1062,2318
2,26.479188919067383,1068,3386
3,27.771320343017578,816,4202
4,28.749691009521484,908,5110
5,29.253684997558594,870,5980
6,27.590030670166016,817,6797
7,32.72016143798828,1035,7832
