episode,return,length,timesteps
0,5.849860668182373,606,606
1,-0.054352808743715286,131,737
2,-26.777050018310547,1136,1873
3,-8.212859153747559,653,2526
4,-0.03852871060371399,152,2678
5,-35.31965255737305,1578,4256
6,-58.64735412597656,2416,6672
7,-39.50048828125,1523,8195
8,-31.1002140045166,1396,9591
